base_seed,dataset,elapsed_time,fold,max_depth,model,random_seed,test_acc,train_acc,trial_id,trial_id_agg,val_acc,hyperparameters
42,bank,37.055075,1,,ShapeFBT,229,0.974545,0.989583,187,187,0.970803,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":5,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.5,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":1,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":1.0,""xgb_subsample"":0.5}"
42,bank,46.899951,2,,ShapeFBT,229,0.934545,0.980208,187,187,0.948905,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":5,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.5,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":1,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":1.0,""xgb_subsample"":0.5}"
42,bank,29.967288,3,,ShapeFBT,229,0.945455,0.988542,187,187,0.985401,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":5,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.5,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":1,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":1.0,""xgb_subsample"":0.5}"
42,bank,33.522253,4,,ShapeFBT,229,0.970909,0.976042,187,187,0.934307,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":5,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.5,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":1,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":1.0,""xgb_subsample"":0.5}"
42,bank,4.773675,0,,ShapeFBT,230,0.945455,0.958333,188,188,0.963504,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":4,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":50,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.5}"
42,bank,3.461065,1,,ShapeFBT,230,0.938182,0.959375,188,188,0.956204,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":4,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":50,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.5}"
42,bank,3.738607,2,,ShapeFBT,230,0.941818,0.963542,188,188,0.948905,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":4,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":50,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.5}"
42,bank,4.674467,3,,ShapeFBT,230,0.934545,0.958333,188,188,0.934307,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":4,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":50,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.5}"
42,bank,4.119587,4,,ShapeFBT,230,0.956364,0.961458,188,188,0.963504,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":4,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":50,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.5}"
42,bank,42.679121,0,,ShapeFBT,231,0.912727,0.942708,189,189,0.948905,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":5,""min_impurity_decrease"":0.0,""min_samples_split"":10,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":3,""xgb_min_child_weight"":1,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.63}"
42,bank,29.102228,1,,ShapeFBT,231,0.945455,0.952083,189,189,0.919708,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":5,""min_impurity_decrease"":0.0,""min_samples_split"":10,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":3,""xgb_min_child_weight"":1,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.63}"
42,bank,17.617201,2,,ShapeFBT,231,0.887273,0.934375,189,189,0.919708,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":5,""min_impurity_decrease"":0.0,""min_samples_split"":10,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":3,""xgb_min_child_weight"":1,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.63}"
42,bank,18.008852,3,,ShapeFBT,231,0.941818,0.959375,189,189,0.934307,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":5,""min_impurity_decrease"":0.0,""min_samples_split"":10,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":3,""xgb_min_child_weight"":1,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.63}"
42,bank,35.847499,4,,ShapeFBT,231,0.970909,0.965625,189,189,0.956204,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":10,""min_forest_size"":5,""min_impurity_decrease"":0.0,""min_samples_split"":10,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":3,""xgb_min_child_weight"":1,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":0.0,""xgb_subsample"":0.63}"
42,bank,1.623281,0,,ShapeFBT,60,0.861818,0.900000,18,18,0.927007,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":10.0,""xgb_subsample"":1.0}"
42,bank,1.159904,1,,ShapeFBT,60,0.872727,0.894792,18,18,0.868613,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":10.0,""xgb_subsample"":1.0}"
42,bank,1.586911,2,,ShapeFBT,60,0.876364,0.906250,18,18,0.854015,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":10.0,""xgb_subsample"":1.0}"
42,bank,2.086130,3,,ShapeFBT,60,0.923636,0.879167,18,18,0.927007,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":10.0,""xgb_subsample"":1.0}"
42,bank,1.392512,4,,ShapeFBT,60,0.887273,0.894792,18,18,0.912409,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":6,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.01,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":1.0,""xgb_reg_lambda"":10.0,""xgb_subsample"":1.0}"
42,bank,4.555361,0,,ShapeFBT,232,0.938182,0.956250,190,190,0.978102,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.001,""min_samples_split"":10,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":5,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.8}"
42,bank,4.779901,1,,ShapeFBT,232,0.963636,0.965625,190,190,0.970803,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.001,""min_samples_split"":10,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":5,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.8}"
42,bank,4.599179,2,,ShapeFBT,232,0.941818,0.962500,190,190,0.956204,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.001,""min_samples_split"":10,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":5,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.8}"
42,bank,6.220691,3,,ShapeFBT,232,0.923636,0.955208,190,190,0.948905,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.001,""min_samples_split"":10,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":5,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.8}"
42,bank,5.109262,4,,ShapeFBT,232,0.956364,0.955208,190,190,0.970803,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":2,""min_impurity_decrease"":0.001,""min_samples_split"":10,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":5,""xgb_n_estimators"":250,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.8}"
42,bank,1.090557,0,,ShapeFBT,233,0.876364,0.920833,191,191,0.963504,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":2,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":2,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":50,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":5.0,""xgb_subsample"":1.0}"
42,bank,0.711811,1,,ShapeFBT,233,0.894545,0.898958,191,191,0.875912,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":2,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":2,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":50,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":5.0,""xgb_subsample"":1.0}"
42,bank,0.730085,2,,ShapeFBT,233,0.876364,0.906250,191,191,0.854015,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":2,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":2,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":50,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":5.0,""xgb_subsample"":1.0}"
42,bank,4.320914,3,,ShapeFBT,233,0.923636,0.879167,191,191,0.919708,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":2,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":2,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":50,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":5.0,""xgb_subsample"":1.0}"
42,bank,0.732906,4,,ShapeFBT,233,0.901818,0.900000,191,191,0.905109,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":2,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":2,""xgb_colsample_bytree"":0.75,""xgb_gamma"":0.0,""xgb_learning_rate"":0.01,""xgb_max_depth"":2,""xgb_min_child_weight"":1,""xgb_n_estimators"":50,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":5.0,""xgb_subsample"":1.0}"
42,bank,16.506128,0,,ShapeFBT,234,0.963636,0.971875,192,192,0.978102,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":2,""min_forest_size"":2,""min_impurity_decrease"":0.0,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.5,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":3,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.5}"
42,bank,15.459327,1,,ShapeFBT,234,0.934545,0.956250,192,192,0.956204,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":2,""min_forest_size"":2,""min_impurity_decrease"":0.0,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.5,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":3,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.5}"
42,bank,15.479972,2,,ShapeFBT,234,0.949091,0.975000,192,192,0.948905,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":2,""min_forest_size"":2,""min_impurity_decrease"":0.0,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.5,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":3,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.5}"
42,bank,15.705623,3,,ShapeFBT,234,0.949091,0.964583,192,192,0.948905,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":2,""min_forest_size"":2,""min_impurity_decrease"":0.0,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.5,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":3,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.5}"
42,bank,16.761762,4,,ShapeFBT,234,0.967273,0.964583,192,192,0.956204,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":1000,""min_conjunctions_split"":2,""min_forest_size"":2,""min_impurity_decrease"":0.0,""min_samples_split"":20,""outer_tree_max_depth"":4,""xgb_colsample_bytree"":0.5,""xgb_gamma"":5.0,""xgb_learning_rate"":0.05,""xgb_max_depth"":4,""xgb_min_child_weight"":3,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.1,""xgb_reg_lambda"":10.0,""xgb_subsample"":0.5}"
42,bank,8.961117,0,,ShapeFBT,235,0.970909,0.989583,193,193,0.992701,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":5,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":0.0,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.5}"
42,bank,7.801530,1,,ShapeFBT,235,0.952727,0.980208,193,193,0.956204,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":5,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":0.0,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.5}"
42,bank,7.704039,2,,ShapeFBT,235,0.949091,0.984375,193,193,0.948905,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":5,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":0.0,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.5}"
42,bank,8.218402,3,,ShapeFBT,235,0.949091,0.994792,193,193,0.941606,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":5,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":0.0,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.5}"
42,bank,10.503459,4,,ShapeFBT,235,0.981818,0.989583,193,193,0.978102,"{""inner_tree_criterion"":""entropy"",""inner_tree_max_depth"":3,""k"":2,""max_number_of_conjunctions"":250,""min_conjunctions_split"":5,""min_forest_size"":5,""min_impurity_decrease"":0.001,""min_samples_split"":20,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":0.25,""xgb_gamma"":0.5,""xgb_learning_rate"":0.3,""xgb_max_depth"":5,""xgb_min_child_weight"":1,""xgb_n_estimators"":100,""xgb_reg_alpha"":0.0,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.5}"
42,bank,14.292298,0,,ShapeFBT,236,0.923636,0.939583,194,194,0.919708,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":5,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.5,""xgb_gamma"":0.0,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.5,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.8}"
42,bank,14.997265,1,,ShapeFBT,236,0.920000,0.936458,194,194,0.927007,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":5,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.5,""xgb_gamma"":0.0,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.5,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.8}"
42,bank,12.764984,2,,ShapeFBT,236,0.930909,0.955208,194,194,0.934307,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":5,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.5,""xgb_gamma"":0.0,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.5,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.8}"
42,bank,14.156159,3,,ShapeFBT,236,0.938182,0.938542,194,194,0.919708,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":5,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.5,""xgb_gamma"":0.0,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.5,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.8}"
42,bank,15.753352,4,,ShapeFBT,236,0.901818,0.941667,194,194,0.956204,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":5,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":10,""min_forest_size"":1,""min_impurity_decrease"":0.001,""min_samples_split"":5,""outer_tree_max_depth"":3,""xgb_colsample_bytree"":0.5,""xgb_gamma"":0.0,""xgb_learning_rate"":0.3,""xgb_max_depth"":4,""xgb_min_child_weight"":10,""xgb_n_estimators"":500,""xgb_reg_alpha"":0.5,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.8}"
42,bank,10.153171,0,,ShapeFBT,238,0.956364,0.972917,196,196,0.963504,"{""inner_tree_criterion"":""gini"",""inner_tree_max_depth"":5,""k"":2,""max_number_of_conjunctions"":500,""min_conjunctions_split"":2,""min_forest_size"":2,""min_impurity_decrease"":0.001,""min_samples_split"":10,""outer_tree_max_depth"":6,""xgb_colsample_bytree"":1.0,""xgb_gamma"":0.5,""xgb_learning_rate"":0.05,""xgb_max_depth"":5,""xgb_min_child_weight"":10,""xgb_n_estimators"":100,""xgb_reg_alpha"":0.5,""xgb_reg_lambda"":5.0,""xgb_subsample"":0.5}"
