model,trial_id,fold,dataset,random_seed,base_seed,train_acc,val_acc,test_acc,elapsed_time,file_path,generalization_gap,_agg_trial,hyperparameters,max_depth,actual_depth,n_leaves,failed,model_clean
ShapeFBT,151,3,rice,193,42,0.914886,0.889764,0.913386,39.986209,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_151_3.json,0.0014999999999999458,151,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,103,1,rice,145,42,0.928009,0.926509,0.931759,26.888459,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_103_1.json,0.003750000000000031,103,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,56,2,rice,98,42,0.929134,0.908136,0.931759,12.649341,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_56_2.json,0.0026249999999999885,56,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,158,0,rice,200,42,0.926509,0.931759,0.929134,10.984859,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_158_0.json,0.0026249999999999885,158,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,17,4,rice,59,42,0.928009,0.918635,0.926509,22.951761,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_17_4.json,0.0014999999999999458,17,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,74,4,rice,116,42,0.928009,0.931759,0.922572,4.189351,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_74_4.json,0.005437000000000025,74,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 20, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 50}",,,,,
XGBoost,94,4,rice,136,42,0.946007,0.91601,0.92126,0.598715,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_94_4.json,0.024747000000000074,94,"{""colsample_bytree"": 0.25, ""gamma"": 0.0, ""learning_rate"": 0.2, ""max_depth"": 6, ""n_estimators"": 50, ""subsample"": 0.5}",,,,,
ShapeFBT,128,4,rice,170,42,0.928009,0.923885,0.926509,62.48862,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_128_4.json,0.0014999999999999458,128,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,132,3,rice,174,42,0.927634,0.923885,0.92126,17.058169,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_132_3.json,0.006373999999999991,132,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 100}",,,,,
XGBoost,199,2,rice,241,42,0.926509,0.900262,0.926509,0.386929,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_199_2.json,0.0,199,"{""colsample_bytree"": 0.5, ""gamma"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 4, ""n_estimators"": 50, ""subsample"": 0.5}",,,,,
ShapeFBT,160,1,rice,202,42,0.926509,0.931759,0.929134,8.657134,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_160_1.json,0.0026249999999999885,160,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 50}",,,,,
XGBoost,190,1,rice,232,42,0.967754,0.926509,0.934383,0.538794,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_190_1.json,0.03337100000000004,190,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.3, ""max_depth"": 5, ""n_estimators"": 250, ""subsample"": 0.8}",,,,,
XGBoost,87,0,rice,129,42,0.917135,0.923885,0.917323,0.740742,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_87_0.json,0.00018799999999996597,87,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.01, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}",,,,,
ShapeFBT,169,2,rice,211,42,0.920135,0.897638,0.926509,5.335229,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_169_2.json,0.006373999999999991,169,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,67,0,rice,109,42,0.933258,0.929134,0.925197,17.061213,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_67_0.json,0.008060999999999985,67,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,35,2,rice,77,42,0.929134,0.908136,0.931759,10.709048,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_35_2.json,0.0026249999999999885,35,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,155,4,rice,197,42,0.927634,0.923885,0.926509,27.891794,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_155_4.json,0.0011249999999999316,155,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,13,3,rice,55,42,0.934008,0.929134,0.927822,76.79593,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_13_3.json,0.006185999999999914,13,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,41,1,rice,83,42,0.926884,0.918635,0.929134,21.011346,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_41_1.json,0.0022499999999999742,41,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,146,0,rice,188,42,0.930634,0.937008,0.929134,4.970937,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_146_0.json,0.0014999999999999458,146,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,114,2,rice,156,42,0.568429,0.60105,0.570866,17.740536,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_114_2.json,0.0024370000000000225,114,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,48,2,rice,90,42,0.929134,0.908136,0.931759,12.208998,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_48_2.json,0.0026249999999999885,48,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,100,4,rice,142,42,0.91901,0.926509,0.908136,9.386581,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_100_4.json,0.01087399999999994,100,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 20, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,148,1,rice,190,42,0.912636,0.908136,0.918635,39.5581,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_148_1.json,0.005998999999999977,148,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,14,1,rice,56,42,0.928009,0.926509,0.931759,12.562562,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_14_1.json,0.003750000000000031,14,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 20, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,46,3,rice,88,42,0.926884,0.923885,0.926509,15.682521,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_46_3.json,0.0003750000000000142,46,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""min_samples_split"": 20, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,141,2,rice,183,42,0.945632,0.884514,0.919948,159.44344,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_141_2.json,0.02568400000000004,141,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,113,0,rice,155,42,0.926509,0.931759,0.929134,26.478817,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_113_0.json,0.0026249999999999885,113,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,21,4,rice,63,42,0.927634,0.923885,0.926509,38.876888,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_21_4.json,0.0011249999999999316,21,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,135,1,rice,177,42,0.928009,0.926509,0.931759,43.82876,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_135_1.json,0.003750000000000031,135,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 250}",,,,,
XGBoost,89,1,rice,131,42,0.942257,0.931759,0.93832,0.585377,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_89_1.json,0.003936999999999968,89,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 250, ""subsample"": 0.8}",,,,,
ShapeFBT,167,3,rice,209,42,0.929134,0.923885,0.923885,15.523811,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_167_3.json,0.005249000000000059,167,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,69,1,rice,111,42,0.92276,0.926509,0.930446,3.935365,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_69_1.json,0.007685999999999971,69,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 100}",,,,,
XGBoost,197,3,rice,239,42,0.91901,0.913386,0.918635,0.616714,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_197_3.json,0.0003750000000000142,197,"{""colsample_bytree"": 0.25, ""gamma"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 50, ""subsample"": 0.5}",,,,,
XGBoost,80,2,rice,122,42,0.943382,0.900262,0.935696,133.560714,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_80_2.json,0.007686000000000082,80,"{""colsample_bytree"": 0.25, ""gamma"": 0.1, ""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 500, ""subsample"": 0.8}",,,,,
ShapeFBT,60,2,rice,102,42,0.929134,0.908136,0.931759,12.153593,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_60_2.json,0.0026249999999999885,60,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,32,0,rice,74,42,0.926509,0.931759,0.929134,23.122173,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_32_0.json,0.0026249999999999885,32,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""min_samples_split"": 20, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,58,3,rice,100,42,0.929134,0.923885,0.923885,97.699358,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_58_3.json,0.005249000000000059,58,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,156,1,rice,198,42,0.931009,0.92126,0.918635,113.886721,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_156_1.json,0.012373999999999996,156,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,104,3,rice,146,42,0.934383,0.918635,0.92126,43.69328,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_104_3.json,0.013122999999999996,104,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,51,0,rice,93,42,0.933258,0.937008,0.929134,16.67655,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_51_0.json,0.0041240000000000165,51,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,42,4,rice,84,42,0.927634,0.923885,0.926509,19.66896,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_42_4.json,0.0011249999999999316,42,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 20, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,77,1,rice,119,42,0.930259,0.931759,0.929134,42.543859,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_77_1.json,0.0011249999999999316,77,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,25,3,rice,67,42,0.928009,0.918635,0.927822,15.603703,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_25_3.json,0.00018699999999993722,25,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 500}",,,,,
XGBoost,180,0,rice,222,42,0.936258,0.942257,0.930446,0.586013,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_180_0.json,0.005812000000000039,180,"{""colsample_bytree"": 0.75, ""gamma"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.5}",,,,,
XGBoost,1,2,rice,43,42,0.944882,0.905512,0.926509,0.404965,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_1_2.json,0.018372999999999973,1,"{""colsample_bytree"": 0.25, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 250, ""subsample"": 0.8}",,,,,
XGBoost,97,1,rice,139,42,0.932133,0.929134,0.933071,0.487417,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_97_1.json,0.0009379999999999944,97,"{""colsample_bytree"": 0.75, ""gamma"": 0.0, ""learning_rate"": 0.2, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}",,,,,
ShapeFBT,179,3,rice,221,42,0.925759,0.92126,0.927822,18.000772,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_179_3.json,0.002063000000000037,179,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,122,2,rice,164,42,0.929134,0.908136,0.931759,15.104089,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_122_2.json,0.0026249999999999885,122,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 250}",,,,,
XGBoost,189,3,rice,231,42,0.932508,0.929134,0.930446,0.529197,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_189_3.json,0.0020620000000000083,189,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 250, ""subsample"": 0.63}",,,,,
XGBoost,8,1,rice,50,42,0.931009,0.92126,0.933071,72.950658,all_results/xgb_shapefbt_results/rice/xgb_results_trial_rice_8_1.json,0.0020620000000000083,8,"{""colsample_bytree"": 1.0, ""gamma"": 0.5, ""learning_rate"": 0.2, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 1.0}",,,,,
ShapeFBT,170,0,rice,212,42,0.926509,0.931759,0.929134,20.624533,all_results/xgb_shapefbt_results/rice/shapefbt_results_trial_rice_170_0.json,0.0026249999999999885,170,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 50}",,,,,
