model,dataset,trial_id,fold,n_estimators,max_depth,train_acc,val_acc,test_acc,generalization_gap,elapsed_time,source_file
ShapeFBT,magic,0,1,100,4,0.799103,0.798055,0.779522,0.019581,2812.718561,shapefbt_capability_magic_n100_d4_trial_0_fold_1.json
ShapeFBT,magic,0,2,40,3,0.805511,0.780853,0.818012,-0.012501,272.418094,shapefbt_capability_magic_n40_d3_trial_0_fold_2.json
ShapeFBT,magic,0,2,40,4,0.812667,0.801047,0.805306,0.007361,1557.794974,shapefbt_capability_magic_n40_d4_trial_0_fold_2.json
ShapeFBT,magic,0,2,100,3,0.818434,0.790576,0.825112,-0.006678,1011.309165,shapefbt_capability_magic_n100_d3_trial_0_fold_2.json
ShapeFBT,magic,0,2,80,5,0.795151,0.786088,0.786622,0.008529,3267.49871,shapefbt_capability_magic_n80_d5_trial_0_fold_2.json
ShapeFBT,magic,0,2,80,3,0.818327,0.789828,0.816517,0.00181,435.607148,shapefbt_capability_magic_n80_d3_trial_0_fold_2.json
ShapeFBT,magic,0,2,10,3,0.793656,0.786836,0.802317,-0.008661,5.463452,shapefbt_capability_magic_n10_d3_trial_0_fold_2.json
ShapeFBT,magic,0,2,10,5,0.809783,0.807779,0.817265,-0.007482,142.96635,shapefbt_capability_magic_n10_d5_trial_0_fold_2.json
ShapeFBT,magic,0,2,10,4,0.809356,0.797307,0.813154,-0.003798,27.555199,shapefbt_capability_magic_n10_d4_trial_0_fold_2.json
ShapeFBT,magic,0,2,20,4,0.81288,0.781601,0.815396,-0.002516,602.648046,shapefbt_capability_magic_n20_d4_trial_0_fold_2.json
ShapeFBT,magic,0,2,60,3,0.816725,0.801795,0.816517,0.000208,643.849076,shapefbt_capability_magic_n60_d3_trial_0_fold_2.json
ShapeFBT,magic,0,2,60,4,0.815551,0.806283,0.804185,0.011366,2613.342533,shapefbt_capability_magic_n60_d4_trial_0_fold_2.json
ShapeFBT,magic,0,2,20,3,0.793442,0.787584,0.801196,-0.007754,33.266264,shapefbt_capability_magic_n20_d3_trial_0_fold_2.json
ShapeFBT,magic,0,3,100,3,0.800384,0.790576,0.783632,0.016752,768.607543,shapefbt_capability_magic_n100_d3_trial_0_fold_3.json
ShapeFBT,magic,0,3,40,4,0.805191,0.779357,0.80157,0.003621,1388.326468,shapefbt_capability_magic_n40_d4_trial_0_fold_3.json
ShapeFBT,magic,0,3,40,3,0.793442,0.782349,0.797833,-0.004391,242.252051,shapefbt_capability_magic_n40_d3_trial_0_fold_3.json
ShapeFBT,magic,0,3,100,4,0.807113,0.78908,0.797085,0.010028,3550.0951,shapefbt_capability_magic_n100_d4_trial_0_fold_3.json
ShapeFBT,magic,0,3,80,3,0.809676,0.79282,0.801943,0.007733,621.314543,shapefbt_capability_magic_n80_d3_trial_0_fold_3.json
ShapeFBT,magic,0,3,80,4,0.810424,0.79282,0.797459,0.012965,2552.322117,shapefbt_capability_magic_n80_d4_trial_0_fold_3.json
ShapeFBT,magic,0,3,10,4,0.806472,0.788332,0.802317,0.004155,31.008551,shapefbt_capability_magic_n10_d4_trial_0_fold_3.json
ShapeFBT,magic,0,3,10,5,0.785005,0.770381,0.773543,0.011462,166.769602,shapefbt_capability_magic_n10_d5_trial_0_fold_3.json
ShapeFBT,magic,0,3,10,3,0.792695,0.781601,0.784006,0.008689,6.916102,shapefbt_capability_magic_n10_d3_trial_0_fold_3.json
ShapeFBT,magic,0,3,20,3,0.79654,0.786088,0.783632,0.012908,21.26161,shapefbt_capability_magic_n20_d3_trial_0_fold_3.json
ShapeFBT,magic,0,3,60,4,0.816085,0.795812,0.807549,0.008536,1796.924486,shapefbt_capability_magic_n60_d4_trial_0_fold_3.json
ShapeFBT,magic,0,3,60,3,0.805938,0.798803,0.80157,0.004368,382.802104,shapefbt_capability_magic_n60_d3_trial_0_fold_3.json
ShapeFBT,magic,0,3,20,4,0.800919,0.782349,0.804185,-0.003266,179.16402,shapefbt_capability_magic_n20_d4_trial_0_fold_3.json
ShapeFBT,magic,0,3,20,5,0.806365,0.796559,0.800448,0.005917,2792.759653,shapefbt_capability_magic_n20_d5_trial_0_fold_3.json
ShapeFBT,magic,0,4,80,3,0.816298,0.807031,0.809417,0.006881,2041.002215,shapefbt_capability_magic_n80_d3_trial_0_fold_4.json
ShapeFBT,magic,0,4,40,3,0.805938,0.807779,0.800822,0.005116,519.287952,shapefbt_capability_magic_n40_d3_trial_0_fold_4.json
ShapeFBT,magic,0,4,100,3,0.805511,0.79282,0.803812,0.001699,1489.954755,shapefbt_capability_magic_n100_d3_trial_0_fold_4.json
ShapeFBT,magic,0,4,40,4,0.810638,0.805535,0.808296,0.002342,1771.886139,shapefbt_capability_magic_n40_d4_trial_0_fold_4.json
ShapeFBT,magic,0,4,60,3,0.8022,0.798055,0.804559,-0.002359,785.501188,shapefbt_capability_magic_n60_d3_trial_0_fold_4.json
ShapeFBT,magic,0,4,20,4,0.805191,0.798803,0.802691,0.0025,225.576881,shapefbt_capability_magic_n20_d4_trial_0_fold_4.json
ShapeFBT,magic,0,4,20,3,0.792908,0.788332,0.789985,0.002923,65.6736,shapefbt_capability_magic_n20_d3_trial_0_fold_4.json
ShapeFBT,magic,0,4,60,4,0.805404,0.786088,0.797085,0.008319,3581.190669,shapefbt_capability_magic_n60_d4_trial_0_fold_4.json
ShapeFBT,magic,0,4,10,3,0.795151,0.784592,0.793348,0.001803,5.194933,shapefbt_capability_magic_n10_d3_trial_0_fold_4.json
ShapeFBT,magic,0,4,10,5,0.81288,0.791324,0.810912,0.001968,397.075456,shapefbt_capability_magic_n10_d5_trial_0_fold_4.json
ShapeFBT,magic,0,4,10,4,0.798142,0.788332,0.800075,-0.001933,34.279524,shapefbt_capability_magic_n10_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,0,40,3,0.896825,0.833333,0.827778,0.069047,11.455654,shapefbt_capability_raisin_n40_d3_trial_0_fold_0.json
ShapeFBT,raisin,0,0,40,5,0.920635,0.9,0.838889,0.081746,67.877977,shapefbt_capability_raisin_n40_d5_trial_0_fold_0.json
ShapeFBT,raisin,0,0,40,4,0.915873,0.833333,0.827778,0.088095,39.634757,shapefbt_capability_raisin_n40_d4_trial_0_fold_0.json
ShapeFBT,raisin,0,0,80,4,0.907937,0.877778,0.838889,0.069048,86.489173,shapefbt_capability_raisin_n80_d4_trial_0_fold_0.json
ShapeFBT,raisin,0,0,80,5,0.915873,0.866667,0.855556,0.060317,80.152002,shapefbt_capability_raisin_n80_d5_trial_0_fold_0.json
ShapeFBT,raisin,0,0,80,3,0.9,0.855556,0.85,0.05,25.132545,shapefbt_capability_raisin_n80_d3_trial_0_fold_0.json
ShapeFBT,raisin,0,0,10,3,0.893651,0.833333,0.844444,0.049207,2.094957,shapefbt_capability_raisin_n10_d3_trial_0_fold_0.json
ShapeFBT,raisin,0,0,10,5,0.911111,0.877778,0.838889,0.072222,7.950553,shapefbt_capability_raisin_n10_d5_trial_0_fold_0.json
ShapeFBT,raisin,0,0,10,4,0.903175,0.844444,0.827778,0.075397,4.04211,shapefbt_capability_raisin_n10_d4_trial_0_fold_0.json
ShapeFBT,raisin,0,0,20,5,0.920635,0.855556,0.85,0.070635,24.381627,shapefbt_capability_raisin_n20_d5_trial_0_fold_0.json
ShapeFBT,raisin,0,0,20,4,0.920635,0.844444,0.838889,0.081746,9.392515,shapefbt_capability_raisin_n20_d4_trial_0_fold_0.json
ShapeFBT,raisin,0,0,60,3,0.903175,0.866667,0.85,0.053175,18.509534,shapefbt_capability_raisin_n60_d3_trial_0_fold_0.json
ShapeFBT,raisin,0,0,100,3,0.911111,0.877778,0.844444,0.066667,33.572722,shapefbt_capability_raisin_n100_d3_trial_0_fold_0.json
ShapeFBT,raisin,0,0,100,5,0.938095,0.844444,0.85,0.088095,82.083726,shapefbt_capability_raisin_n100_d5_trial_0_fold_0.json
ShapeFBT,raisin,0,0,60,4,0.919048,0.866667,0.855556,0.063492,68.164845,shapefbt_capability_raisin_n60_d4_trial_0_fold_0.json
ShapeFBT,raisin,0,0,100,4,0.922222,0.888889,0.838889,0.083333,67.490142,shapefbt_capability_raisin_n100_d4_trial_0_fold_0.json
ShapeFBT,raisin,0,0,60,5,0.919048,0.9,0.855556,0.063492,50.57432,shapefbt_capability_raisin_n60_d5_trial_0_fold_0.json
ShapeFBT,raisin,0,0,20,3,0.895238,0.866667,0.838889,0.056349,3.502846,shapefbt_capability_raisin_n20_d3_trial_0_fold_0.json
ShapeFBT,raisin,0,1,40,4,0.893651,0.866667,0.866667,0.026984,17.372112,shapefbt_capability_raisin_n40_d4_trial_0_fold_1.json
ShapeFBT,raisin,0,1,40,5,0.888889,0.811111,0.838889,0.05,46.865313,shapefbt_capability_raisin_n40_d5_trial_0_fold_1.json
ShapeFBT,raisin,0,1,40,3,0.890476,0.855556,0.861111,0.029365,7.739918,shapefbt_capability_raisin_n40_d3_trial_0_fold_1.json
ShapeFBT,raisin,0,1,80,3,0.893651,0.877778,0.866667,0.026984,15.272862,shapefbt_capability_raisin_n80_d3_trial_0_fold_1.json
ShapeFBT,raisin,0,1,80,5,0.919048,0.855556,0.844444,0.074604,70.580553,shapefbt_capability_raisin_n80_d5_trial_0_fold_1.json
ShapeFBT,raisin,0,1,80,4,0.920635,0.866667,0.861111,0.059524,38.43335,shapefbt_capability_raisin_n80_d4_trial_0_fold_1.json
ShapeFBT,raisin,0,1,10,4,0.893651,0.866667,0.866667,0.026984,3.704518,shapefbt_capability_raisin_n10_d4_trial_0_fold_1.json
ShapeFBT,raisin,0,1,10,5,0.892063,0.833333,0.877778,0.014285,14.589274,shapefbt_capability_raisin_n10_d5_trial_0_fold_1.json
ShapeFBT,raisin,0,1,10,3,0.884127,0.833333,0.877778,0.006349,2.519108,shapefbt_capability_raisin_n10_d3_trial_0_fold_1.json
ShapeFBT,raisin,0,1,20,3,0.885714,0.844444,0.861111,0.024603,4.185928,shapefbt_capability_raisin_n20_d3_trial_0_fold_1.json
ShapeFBT,raisin,0,1,60,5,0.911111,0.866667,0.872222,0.038889,68.220826,shapefbt_capability_raisin_n60_d5_trial_0_fold_1.json
ShapeFBT,raisin,0,1,100,4,0.915873,0.855556,0.866667,0.049206,49.128991,shapefbt_capability_raisin_n100_d4_trial_0_fold_1.json
ShapeFBT,raisin,0,1,60,4,0.887302,0.877778,0.872222,0.01508,32.608462,shapefbt_capability_raisin_n60_d4_trial_0_fold_1.json
ShapeFBT,raisin,0,1,100,5,0.938095,0.833333,0.877778,0.060317,66.777465,shapefbt_capability_raisin_n100_d5_trial_0_fold_1.json
ShapeFBT,raisin,0,1,100,3,0.906349,0.833333,0.866667,0.039682,24.100567,shapefbt_capability_raisin_n100_d3_trial_0_fold_1.json
ShapeFBT,raisin,0,1,60,3,0.904762,0.877778,0.833333,0.071429,10.802339,shapefbt_capability_raisin_n60_d3_trial_0_fold_1.json
ShapeFBT,raisin,0,1,20,4,0.906349,0.844444,0.872222,0.034127,9.393046,shapefbt_capability_raisin_n20_d4_trial_0_fold_1.json
ShapeFBT,raisin,0,1,20,5,0.892063,0.844444,0.866667,0.025396,35.913507,shapefbt_capability_raisin_n20_d5_trial_0_fold_1.json
ShapeFBT,raisin,0,2,20,4,0.9,0.822222,0.888889,0.011111,6.860478,shapefbt_capability_raisin_n20_d4_trial_0_fold_2.json
ShapeFBT,raisin,0,2,20,5,0.903175,0.811111,0.9,0.003175,145.342811,shapefbt_capability_raisin_n20_d5_trial_0_fold_2.json
ShapeFBT,raisin,0,2,100,3,0.9,0.833333,0.883333,0.016667,33.985004,shapefbt_capability_raisin_n100_d3_trial_0_fold_2.json
ShapeFBT,raisin,0,2,60,3,0.890476,0.822222,0.883333,0.007143,14.580835,shapefbt_capability_raisin_n60_d3_trial_0_fold_2.json
ShapeFBT,raisin,0,2,60,5,0.931746,0.8,0.827778,0.103968,52.182416,shapefbt_capability_raisin_n60_d5_trial_0_fold_2.json
ShapeFBT,raisin,0,2,100,4,0.907937,0.844444,0.877778,0.030159,47.406071,shapefbt_capability_raisin_n100_d4_trial_0_fold_2.json
ShapeFBT,raisin,0,2,60,4,0.898413,0.844444,0.883333,0.01508,62.190706,shapefbt_capability_raisin_n60_d4_trial_0_fold_2.json
ShapeFBT,raisin,0,2,100,5,0.939683,0.833333,0.866667,0.073016,98.782985,shapefbt_capability_raisin_n100_d5_trial_0_fold_2.json
ShapeFBT,raisin,0,2,20,3,0.885714,0.822222,0.888889,-0.003175,4.57144,shapefbt_capability_raisin_n20_d3_trial_0_fold_2.json
ShapeFBT,raisin,0,2,10,3,0.884127,0.844444,0.888889,-0.004762,1.9069,shapefbt_capability_raisin_n10_d3_trial_0_fold_2.json
ShapeFBT,raisin,0,2,10,4,0.906349,0.833333,0.888889,0.01746,3.693455,shapefbt_capability_raisin_n10_d4_trial_0_fold_2.json
ShapeFBT,raisin,0,2,10,5,0.909524,0.811111,0.888889,0.020635,5.061617,shapefbt_capability_raisin_n10_d5_trial_0_fold_2.json
ShapeFBT,raisin,0,2,80,5,0.91746,0.811111,0.883333,0.034127,89.789159,shapefbt_capability_raisin_n80_d5_trial_0_fold_2.json
ShapeFBT,raisin,0,2,80,4,0.909524,0.811111,0.894444,0.01508,40.742087,shapefbt_capability_raisin_n80_d4_trial_0_fold_2.json
ShapeFBT,raisin,0,2,80,3,0.9,0.8,0.888889,0.011111,22.494682,shapefbt_capability_raisin_n80_d3_trial_0_fold_2.json
ShapeFBT,raisin,0,2,40,3,0.884127,0.844444,0.894444,-0.010317,6.233818,shapefbt_capability_raisin_n40_d3_trial_0_fold_2.json
ShapeFBT,raisin,0,2,40,4,0.892063,0.788889,0.9,-0.007937,33.921216,shapefbt_capability_raisin_n40_d4_trial_0_fold_2.json
ShapeFBT,raisin,0,2,40,5,0.901587,0.811111,0.894444,0.007143,58.443564,shapefbt_capability_raisin_n40_d5_trial_0_fold_2.json
ShapeFBT,raisin,0,3,20,3,0.88254,0.866667,0.861111,0.021429,3.223096,shapefbt_capability_raisin_n20_d3_trial_0_fold_3.json
ShapeFBT,raisin,0,3,100,5,0.930159,0.822222,0.833333,0.096826,97.458559,shapefbt_capability_raisin_n100_d5_trial_0_fold_3.json
ShapeFBT,raisin,0,3,60,4,0.906349,0.833333,0.855556,0.050793,23.256031,shapefbt_capability_raisin_n60_d4_trial_0_fold_3.json
ShapeFBT,raisin,0,3,100,4,0.931746,0.822222,0.827778,0.103968,36.578698,shapefbt_capability_raisin_n100_d4_trial_0_fold_3.json
ShapeFBT,raisin,0,3,60,5,0.920635,0.855556,0.866667,0.053968,51.070565,shapefbt_capability_raisin_n60_d5_trial_0_fold_3.json
ShapeFBT,raisin,0,3,60,3,0.895238,0.888889,0.861111,0.034127,12.60248,shapefbt_capability_raisin_n60_d3_trial_0_fold_3.json
ShapeFBT,raisin,0,3,100,3,0.895238,0.855556,0.866667,0.028571,19.75389,shapefbt_capability_raisin_n100_d3_trial_0_fold_3.json
ShapeFBT,raisin,0,3,20,5,0.9,0.866667,0.827778,0.072222,27.247843,shapefbt_capability_raisin_n20_d5_trial_0_fold_3.json
ShapeFBT,raisin,0,3,20,4,0.888889,0.866667,0.861111,0.027778,10.198759,shapefbt_capability_raisin_n20_d4_trial_0_fold_3.json
ShapeFBT,raisin,0,3,10,5,0.903175,0.877778,0.844444,0.058731,11.094051,shapefbt_capability_raisin_n10_d5_trial_0_fold_3.json
ShapeFBT,raisin,0,3,10,4,0.892063,0.877778,0.866667,0.025396,3.391782,shapefbt_capability_raisin_n10_d4_trial_0_fold_3.json
ShapeFBT,raisin,0,3,10,3,0.885714,0.855556,0.866667,0.019047,2.518476,shapefbt_capability_raisin_n10_d3_trial_0_fold_3.json
ShapeFBT,raisin,0,3,80,3,0.901587,0.866667,0.866667,0.03492,15.495246,shapefbt_capability_raisin_n80_d3_trial_0_fold_3.json
ShapeFBT,raisin,0,3,80,4,0.912698,0.822222,0.844444,0.068254,36.571657,shapefbt_capability_raisin_n80_d4_trial_0_fold_3.json
ShapeFBT,raisin,0,3,80,5,0.925397,0.911111,0.844444,0.080953,63.278637,shapefbt_capability_raisin_n80_d5_trial_0_fold_3.json
ShapeFBT,raisin,0,3,40,5,0.898413,0.9,0.866667,0.031746,56.198772,shapefbt_capability_raisin_n40_d5_trial_0_fold_3.json
ShapeFBT,raisin,0,3,40,4,0.898413,0.877778,0.855556,0.042857,17.236874,shapefbt_capability_raisin_n40_d4_trial_0_fold_3.json
ShapeFBT,raisin,0,3,40,3,0.888889,0.888889,0.866667,0.022222,6.586064,shapefbt_capability_raisin_n40_d3_trial_0_fold_3.json
ShapeFBT,raisin,0,4,10,3,0.895238,0.855556,0.833333,0.061905,2.478945,shapefbt_capability_raisin_n10_d3_trial_0_fold_4.json
ShapeFBT,raisin,0,4,10,4,0.903175,0.844444,0.833333,0.069842,3.716844,shapefbt_capability_raisin_n10_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,4,10,5,0.907937,0.855556,0.85,0.057937,16.448717,shapefbt_capability_raisin_n10_d5_trial_0_fold_4.json
ShapeFBT,raisin,0,4,100,3,0.911111,0.844444,0.838889,0.072222,27.398361,shapefbt_capability_raisin_n100_d3_trial_0_fold_4.json
ShapeFBT,raisin,0,4,60,3,0.890476,0.877778,0.838889,0.051587,16.419332,shapefbt_capability_raisin_n60_d3_trial_0_fold_4.json
ShapeFBT,raisin,0,4,20,4,0.909524,0.855556,0.844444,0.06508,9.360415,shapefbt_capability_raisin_n20_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,4,20,5,0.907937,0.877778,0.827778,0.080159,25.136555,shapefbt_capability_raisin_n20_d5_trial_0_fold_4.json
ShapeFBT,raisin,0,4,20,3,0.9,0.866667,0.85,0.05,3.590975,shapefbt_capability_raisin_n20_d3_trial_0_fold_4.json
ShapeFBT,raisin,0,4,60,5,0.911111,0.855556,0.844444,0.066667,47.520152,shapefbt_capability_raisin_n60_d5_trial_0_fold_4.json
ShapeFBT,raisin,0,4,100,4,0.930159,0.855556,0.855556,0.074603,48.220374,shapefbt_capability_raisin_n100_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,4,60,4,0.909524,0.877778,0.838889,0.070635,31.498971,shapefbt_capability_raisin_n60_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,4,100,5,0.920635,0.866667,0.822222,0.098413,57.033703,shapefbt_capability_raisin_n100_d5_trial_0_fold_4.json
ShapeFBT,raisin,0,4,40,3,0.901587,0.866667,0.855556,0.046031,10.706063,shapefbt_capability_raisin_n40_d3_trial_0_fold_4.json
ShapeFBT,raisin,0,4,40,4,0.911111,0.855556,0.838889,0.072222,28.499456,shapefbt_capability_raisin_n40_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,4,40,5,0.915873,0.888889,0.833333,0.08254,62.556921,shapefbt_capability_raisin_n40_d5_trial_0_fold_4.json
ShapeFBT,raisin,0,4,80,5,0.914286,0.888889,0.838889,0.075397,55.784616,shapefbt_capability_raisin_n80_d5_trial_0_fold_4.json
ShapeFBT,raisin,0,4,80,4,0.928571,0.877778,0.861111,0.06746,35.679513,shapefbt_capability_raisin_n80_d4_trial_0_fold_4.json
ShapeFBT,raisin,0,4,80,3,0.898413,0.877778,0.833333,0.06508,19.79661,shapefbt_capability_raisin_n80_d3_trial_0_fold_4.json
