model,dataset,trial_id,fold,n_estimators,max_depth,train_acc,val_acc,test_acc,generalization_gap,elapsed_time,source_file
FBT,raisin,0,0,10,5,0.922222,0.866667,0.838889,0.083333,1.583313,fbt_capability_raisin_n10_d5_trial_0_fold_0.json
FBT,raisin,0,0,10,3,0.893651,0.833333,0.844444,0.049207,1.850947,fbt_capability_raisin_n10_d3_trial_0_fold_0.json
FBT,raisin,0,1,80,4,0.903175,0.855556,0.872222,0.030953,6.660969,fbt_capability_raisin_n80_d4_trial_0_fold_1.json
FBT,raisin,0,1,80,5,0.904762,0.844444,0.877778,0.026984,8.983665,fbt_capability_raisin_n80_d5_trial_0_fold_1.json
FBT,raisin,0,1,80,3,0.906349,0.855556,0.877778,0.028571,3.801528,fbt_capability_raisin_n80_d3_trial_0_fold_1.json
FBT,raisin,0,1,100,3,0.877778,0.844444,0.883333,-0.005555,4.124937,fbt_capability_raisin_n100_d3_trial_0_fold_1.json
FBT,raisin,0,1,40,3,0.892063,0.866667,0.855556,0.036507,2.179592,fbt_capability_raisin_n40_d3_trial_0_fold_1.json
FBT,raisin,0,1,100,4,0.896825,0.844444,0.861111,0.035714,6.637592,fbt_capability_raisin_n100_d4_trial_0_fold_1.json
FBT,raisin,0,1,40,5,0.87619,0.855556,0.872222,0.003968,4.68705,fbt_capability_raisin_n40_d5_trial_0_fold_1.json
FBT,raisin,0,1,40,4,0.895238,0.866667,0.883333,0.011905,3.114067,fbt_capability_raisin_n40_d4_trial_0_fold_1.json
FBT,raisin,0,1,100,5,0.904762,0.844444,0.861111,0.043651,8.157904,fbt_capability_raisin_n100_d5_trial_0_fold_1.json
FBT,raisin,0,1,20,5,0.885714,0.855556,0.866667,0.019047,3.490129,fbt_capability_raisin_n20_d5_trial_0_fold_1.json
FBT,raisin,0,1,20,4,0.874603,0.855556,0.872222,0.002381,2.19388,fbt_capability_raisin_n20_d4_trial_0_fold_1.json
FBT,raisin,0,1,60,3,0.896825,0.866667,0.855556,0.041269,3.576445,fbt_capability_raisin_n60_d3_trial_0_fold_1.json
FBT,raisin,0,1,60,4,0.87619,0.833333,0.861111,0.015079,4.075174,fbt_capability_raisin_n60_d4_trial_0_fold_1.json
FBT,raisin,0,1,60,5,0.873016,0.855556,0.861111,0.011905,6.213796,fbt_capability_raisin_n60_d5_trial_0_fold_1.json
FBT,raisin,0,1,20,3,0.887302,0.833333,0.85,0.037302,1.005876,fbt_capability_raisin_n20_d3_trial_0_fold_1.json
FBT,raisin,0,1,10,3,0.879365,0.855556,0.861111,0.018254,2.053029,fbt_capability_raisin_n10_d3_trial_0_fold_1.json
FBT,raisin,0,1,10,5,0.893651,0.855556,0.877778,0.015873,1.765618,fbt_capability_raisin_n10_d5_trial_0_fold_1.json
FBT,raisin,0,1,10,4,0.888889,0.855556,0.866667,0.022222,1.349137,fbt_capability_raisin_n10_d4_trial_0_fold_1.json
FBT,raisin,0,2,10,5,0.892063,0.833333,0.894444,-0.002381,1.922387,fbt_capability_raisin_n10_d5_trial_0_fold_2.json
FBT,raisin,0,2,10,4,0.892063,0.833333,0.894444,-0.002381,1.199172,fbt_capability_raisin_n10_d4_trial_0_fold_2.json
FBT,raisin,0,2,10,3,0.887302,0.844444,0.888889,-0.001587,1.927339,fbt_capability_raisin_n10_d3_trial_0_fold_2.json
FBT,raisin,0,2,20,3,0.887302,0.822222,0.888889,-0.001587,1.262142,fbt_capability_raisin_n20_d3_trial_0_fold_2.json
FBT,raisin,0,2,60,4,0.904762,0.8,0.894444,0.010318,4.213323,fbt_capability_raisin_n60_d4_trial_0_fold_2.json
FBT,raisin,0,2,60,5,0.888889,0.811111,0.844444,0.044445,6.555341,fbt_capability_raisin_n60_d5_trial_0_fold_2.json
FBT,raisin,0,2,60,3,0.88254,0.811111,0.877778,0.004762,2.789822,fbt_capability_raisin_n60_d3_trial_0_fold_2.json
FBT,raisin,0,2,20,5,0.895238,0.822222,0.894444,0.000794,2.913445,fbt_capability_raisin_n20_d5_trial_0_fold_2.json
FBT,raisin,0,2,20,4,0.88254,0.855556,0.877778,0.004762,2.113878,fbt_capability_raisin_n20_d4_trial_0_fold_2.json
FBT,raisin,0,2,100,4,0.9,0.844444,0.877778,0.022222,6.972572,fbt_capability_raisin_n100_d4_trial_0_fold_2.json
FBT,raisin,0,2,40,5,0.866667,0.822222,0.866667,0.0,3.436492,fbt_capability_raisin_n40_d5_trial_0_fold_2.json
FBT,raisin,0,2,40,4,0.888889,0.833333,0.872222,0.016667,2.967325,fbt_capability_raisin_n40_d4_trial_0_fold_2.json
FBT,raisin,0,2,100,5,0.880952,0.811111,0.866667,0.014285,9.753691,fbt_capability_raisin_n100_d5_trial_0_fold_2.json
FBT,raisin,0,2,100,3,0.903175,0.8,0.888889,0.014286,5.180507,fbt_capability_raisin_n100_d3_trial_0_fold_2.json
FBT,raisin,0,2,40,3,0.888889,0.833333,0.888889,0.0,1.986371,fbt_capability_raisin_n40_d3_trial_0_fold_2.json
FBT,raisin,0,2,80,3,0.880952,0.822222,0.877778,0.003174,3.669803,fbt_capability_raisin_n80_d3_trial_0_fold_2.json
FBT,raisin,0,2,80,4,0.907937,0.833333,0.866667,0.04127,7.486429,fbt_capability_raisin_n80_d4_trial_0_fold_2.json
FBT,raisin,0,2,80,5,0.898413,0.833333,0.866667,0.031746,9.098224,fbt_capability_raisin_n80_d5_trial_0_fold_2.json
FBT,raisin,0,3,10,3,0.885714,0.855556,0.866667,0.019047,1.917091,fbt_capability_raisin_n10_d3_trial_0_fold_3.json
FBT,raisin,0,3,10,4,0.884127,0.877778,0.85,0.034127,1.30861,fbt_capability_raisin_n10_d4_trial_0_fold_3.json
FBT,raisin,0,3,10,5,0.884127,0.855556,0.866667,0.01746,2.076966,fbt_capability_raisin_n10_d5_trial_0_fold_3.json
FBT,raisin,0,3,20,4,0.880952,0.9,0.866667,0.014285,2.189789,fbt_capability_raisin_n20_d4_trial_0_fold_3.json
FBT,raisin,0,3,20,5,0.871429,0.877778,0.866667,0.004762,3.601402,fbt_capability_raisin_n20_d5_trial_0_fold_3.json
FBT,raisin,0,3,60,3,0.888889,0.9,0.861111,0.027778,2.907353,fbt_capability_raisin_n60_d3_trial_0_fold_3.json
FBT,raisin,0,3,60,5,0.874603,0.877778,0.866667,0.007936,6.502408,fbt_capability_raisin_n60_d5_trial_0_fold_3.json
FBT,raisin,0,3,60,4,0.880952,0.877778,0.861111,0.019841,4.223829,fbt_capability_raisin_n60_d4_trial_0_fold_3.json
FBT,raisin,0,3,20,3,0.88254,0.888889,0.866667,0.015873,0.671636,fbt_capability_raisin_n20_d3_trial_0_fold_3.json
FBT,raisin,0,3,40,3,0.88254,0.888889,0.872222,0.010318,2.459191,fbt_capability_raisin_n40_d3_trial_0_fold_3.json
FBT,raisin,0,3,100,3,0.879365,0.888889,0.855556,0.023809,4.571736,fbt_capability_raisin_n100_d3_trial_0_fold_3.json
FBT,raisin,0,3,100,5,0.890476,0.888889,0.844444,0.046032,7.219832,fbt_capability_raisin_n100_d5_trial_0_fold_3.json
FBT,raisin,0,3,40,4,0.890476,0.866667,0.861111,0.029365,3.350772,fbt_capability_raisin_n40_d4_trial_0_fold_3.json
FBT,raisin,0,3,40,5,0.873016,0.877778,0.866667,0.006349,4.932025,fbt_capability_raisin_n40_d5_trial_0_fold_3.json
FBT,raisin,0,3,100,4,0.890476,0.888889,0.85,0.040476,6.015503,fbt_capability_raisin_n100_d4_trial_0_fold_3.json
FBT,raisin,0,3,80,5,0.892063,0.855556,0.855556,0.036507,6.714497,fbt_capability_raisin_n80_d5_trial_0_fold_3.json
FBT,raisin,0,3,80,4,0.880952,0.888889,0.855556,0.025396,5.538568,fbt_capability_raisin_n80_d4_trial_0_fold_3.json
FBT,raisin,0,3,80,3,0.879365,0.888889,0.855556,0.023809,3.469028,fbt_capability_raisin_n80_d3_trial_0_fold_3.json
FBT,raisin,0,4,60,4,0.904762,0.844444,0.827778,0.076984,4.405486,fbt_capability_raisin_n60_d4_trial_0_fold_4.json
FBT,raisin,0,4,60,5,0.907937,0.822222,0.827778,0.080159,5.379118,fbt_capability_raisin_n60_d5_trial_0_fold_4.json
FBT,raisin,0,4,20,3,0.892063,0.877778,0.844444,0.047619,0.761295,fbt_capability_raisin_n20_d3_trial_0_fold_4.json
FBT,raisin,0,4,20,5,0.888889,0.833333,0.844444,0.044445,2.932205,fbt_capability_raisin_n20_d5_trial_0_fold_4.json
FBT,raisin,0,4,20,4,0.892063,0.833333,0.844444,0.047619,2.060854,fbt_capability_raisin_n20_d4_trial_0_fold_4.json
FBT,raisin,0,4,60,3,0.893651,0.844444,0.838889,0.054762,2.954374,fbt_capability_raisin_n60_d3_trial_0_fold_4.json
FBT,raisin,0,4,10,5,0.892063,0.9,0.844444,0.047619,2.317811,fbt_capability_raisin_n10_d5_trial_0_fold_4.json
FBT,raisin,0,4,10,4,0.892063,0.888889,0.838889,0.053174,1.579086,fbt_capability_raisin_n10_d4_trial_0_fold_4.json
FBT,raisin,0,4,10,3,0.884127,0.866667,0.838889,0.045238,1.891559,fbt_capability_raisin_n10_d3_trial_0_fold_4.json
FBT,raisin,0,4,80,3,0.906349,0.833333,0.85,0.056349,4.053647,fbt_capability_raisin_n80_d3_trial_0_fold_4.json
FBT,raisin,0,4,80,4,0.898413,0.833333,0.833333,0.06508,6.390167,fbt_capability_raisin_n80_d4_trial_0_fold_4.json
FBT,raisin,0,4,80,5,0.922222,0.866667,0.827778,0.094444,7.330875,fbt_capability_raisin_n80_d5_trial_0_fold_4.json
FBT,raisin,0,4,100,4,0.909524,0.866667,0.844444,0.06508,6.580896,fbt_capability_raisin_n100_d4_trial_0_fold_4.json
FBT,raisin,0,4,40,5,0.907937,0.822222,0.827778,0.080159,4.098515,fbt_capability_raisin_n40_d5_trial_0_fold_4.json
FBT,raisin,0,4,40,4,0.892063,0.844444,0.838889,0.053174,3.09843,fbt_capability_raisin_n40_d4_trial_0_fold_4.json
FBT,raisin,0,4,100,5,0.914286,0.866667,0.833333,0.080953,7.768435,fbt_capability_raisin_n100_d5_trial_0_fold_4.json
FBT,raisin,0,4,100,3,0.912698,0.844444,0.822222,0.090476,4.595984,fbt_capability_raisin_n100_d3_trial_0_fold_4.json
FBT,raisin,0,4,40,3,0.892063,0.833333,0.844444,0.047619,2.734567,fbt_capability_raisin_n40_d3_trial_0_fold_4.json
ShapeFBT,bidding,0,0,60,5,0.963156,0.968354,0.960474,0.002682,14.468208,shapefbt_capability_bidding_n60_d5_trial_0_fold_0.json
ShapeFBT,bidding,0,0,100,5,0.963156,0.968354,0.960474,0.002682,25.530162,shapefbt_capability_bidding_n100_d5_trial_0_fold_0.json
ShapeFBT,bidding,0,0,60,4,0.963156,0.968354,0.960474,0.002682,11.369712,shapefbt_capability_bidding_n60_d4_trial_0_fold_0.json
ShapeFBT,bidding,0,0,100,4,0.96406,0.968354,0.961265,0.002795,20.964776,shapefbt_capability_bidding_n100_d4_trial_0_fold_0.json
ShapeFBT,bidding,0,0,20,3,0.962251,0.96519,0.958103,0.004148,2.021966,shapefbt_capability_bidding_n20_d3_trial_0_fold_0.json
ShapeFBT,bidding,0,0,20,4,0.962251,0.96519,0.958103,0.004148,2.476192,shapefbt_capability_bidding_n20_d4_trial_0_fold_0.json
ShapeFBT,bidding,0,0,20,5,0.963382,0.968354,0.960474,0.002908,4.106349,shapefbt_capability_bidding_n20_d5_trial_0_fold_0.json
ShapeFBT,bidding,0,0,60,3,0.962477,0.968354,0.958103,0.004374,4.988321,shapefbt_capability_bidding_n60_d3_trial_0_fold_0.json
ShapeFBT,bidding,0,0,100,3,0.96406,0.968354,0.961265,0.002795,10.421352,shapefbt_capability_bidding_n100_d3_trial_0_fold_0.json
ShapeFBT,bidding,0,0,10,4,0.963382,0.968354,0.960474,0.002908,2.004914,shapefbt_capability_bidding_n10_d4_trial_0_fold_0.json
ShapeFBT,bidding,0,0,10,5,0.963382,0.968354,0.961265,0.002117,2.228126,shapefbt_capability_bidding_n10_d5_trial_0_fold_0.json
ShapeFBT,bidding,0,0,10,3,0.962251,0.96519,0.958103,0.004148,1.237678,shapefbt_capability_bidding_n10_d3_trial_0_fold_0.json
ShapeFBT,bidding,0,0,80,3,0.963608,0.968354,0.958103,0.005505,12.127373,shapefbt_capability_bidding_n80_d3_trial_0_fold_0.json
ShapeFBT,bidding,0,0,80,5,0.963156,0.968354,0.960474,0.002682,27.726191,shapefbt_capability_bidding_n80_d5_trial_0_fold_0.json
ShapeFBT,bidding,0,0,80,4,0.963382,0.968354,0.961265,0.002117,15.372064,shapefbt_capability_bidding_n80_d4_trial_0_fold_0.json
ShapeFBT,bidding,0,0,40,4,0.962703,0.968354,0.960474,0.002229,6.706622,shapefbt_capability_bidding_n40_d4_trial_0_fold_0.json
ShapeFBT,bidding,0,0,40,5,0.963156,0.968354,0.960474,0.002682,6.391199,shapefbt_capability_bidding_n40_d5_trial_0_fold_0.json
ShapeFBT,bidding,0,0,40,3,0.962477,0.96519,0.958103,0.004374,3.244472,shapefbt_capability_bidding_n40_d3_trial_0_fold_0.json
ShapeFBT,bidding,0,1,100,3,0.992993,0.992089,0.994466,-0.001473,10.92958,shapefbt_capability_bidding_n100_d3_trial_0_fold_1.json
ShapeFBT,bidding,0,1,60,3,0.992089,0.993671,0.994466,-0.002377,6.136405,shapefbt_capability_bidding_n60_d3_trial_0_fold_1.json
ShapeFBT,bidding,0,1,20,5,0.992767,0.993671,0.995257,-0.00249,4.506253,shapefbt_capability_bidding_n20_d5_trial_0_fold_1.json
ShapeFBT,bidding,0,1,20,4,0.97717,0.982595,0.98419,-0.00702,4.328061,shapefbt_capability_bidding_n20_d4_trial_0_fold_1.json
ShapeFBT,bidding,0,1,20,3,0.973101,0.977848,0.981818,-0.008717,2.25292,shapefbt_capability_bidding_n20_d3_trial_0_fold_1.json
ShapeFBT,bidding,0,1,100,4,0.992993,0.993671,0.993676,-0.000683,21.389633,shapefbt_capability_bidding_n100_d4_trial_0_fold_1.json
ShapeFBT,bidding,0,1,60,4,0.992993,0.992089,0.994466,-0.001473,9.886228,shapefbt_capability_bidding_n60_d4_trial_0_fold_1.json
ShapeFBT,bidding,0,1,100,5,0.992767,0.995253,0.995257,-0.00249,22.305145,shapefbt_capability_bidding_n100_d5_trial_0_fold_1.json
ShapeFBT,bidding,0,1,60,5,0.992767,0.995253,0.995257,-0.00249,13.110414,shapefbt_capability_bidding_n60_d5_trial_0_fold_1.json
ShapeFBT,bidding,0,1,10,3,0.970841,0.971519,0.980237,-0.009396,1.412879,shapefbt_capability_bidding_n10_d3_trial_0_fold_1.json
ShapeFBT,bidding,0,1,10,5,0.97943,0.97943,0.986561,-0.007131,3.39526,shapefbt_capability_bidding_n10_d5_trial_0_fold_1.json
ShapeFBT,bidding,0,1,10,4,0.97717,0.97943,0.98419,-0.00702,2.785928,shapefbt_capability_bidding_n10_d4_trial_0_fold_1.json
ShapeFBT,bidding,0,1,80,4,0.992767,0.995253,0.995257,-0.00249,15.586519,shapefbt_capability_bidding_n80_d4_trial_0_fold_1.json
ShapeFBT,bidding,0,1,80,5,0.993445,0.993671,0.993676,-0.000231,19.970732,shapefbt_capability_bidding_n80_d5_trial_0_fold_1.json
ShapeFBT,bidding,0,1,80,3,0.992993,0.992089,0.994466,-0.001473,9.066928,shapefbt_capability_bidding_n80_d3_trial_0_fold_1.json
ShapeFBT,bidding,0,1,40,3,0.973327,0.97943,0.981818,-0.008491,3.431547,shapefbt_capability_bidding_n40_d3_trial_0_fold_1.json
ShapeFBT,bidding,0,1,40,5,0.992767,0.993671,0.994466,-0.001699,8.826324,shapefbt_capability_bidding_n40_d5_trial_0_fold_1.json
ShapeFBT,bidding,0,1,40,4,0.992089,0.993671,0.994466,-0.002377,8.110794,shapefbt_capability_bidding_n40_d4_trial_0_fold_1.json
ShapeFBT,bidding,0,2,40,5,0.978074,0.982595,0.981028,-0.002954,7.400472,shapefbt_capability_bidding_n40_d5_trial_0_fold_2.json
ShapeFBT,bidding,0,2,40,4,0.982369,0.981013,0.973913,0.008456,6.17392,shapefbt_capability_bidding_n40_d4_trial_0_fold_2.json
ShapeFBT,bidding,0,2,40,3,0.981691,0.981013,0.973123,0.008568,4.01057,shapefbt_capability_bidding_n40_d3_trial_0_fold_2.json
ShapeFBT,bidding,0,2,80,3,0.977848,0.981013,0.981818,-0.00397,11.606005,shapefbt_capability_bidding_n80_d3_trial_0_fold_2.json
ShapeFBT,bidding,0,2,80,4,0.978526,0.982595,0.981818,-0.003292,21.024105,shapefbt_capability_bidding_n80_d4_trial_0_fold_2.json
ShapeFBT,bidding,0,2,80,5,0.959765,0.963608,0.959684,8.1e-05,27.408144,shapefbt_capability_bidding_n80_d5_trial_0_fold_2.json
ShapeFBT,bidding,0,2,10,5,0.982595,0.982595,0.973913,0.008682,1.775948,shapefbt_capability_bidding_n10_d5_trial_0_fold_2.json
ShapeFBT,bidding,0,2,10,4,0.981691,0.981013,0.973123,0.008568,1.770593,shapefbt_capability_bidding_n10_d4_trial_0_fold_2.json
ShapeFBT,bidding,0,2,10,3,0.981239,0.981013,0.973913,0.007326,1.403111,shapefbt_capability_bidding_n10_d3_trial_0_fold_2.json
ShapeFBT,bidding,0,2,100,4,0.979204,0.976266,0.978656,0.000548,25.21769,shapefbt_capability_bidding_n100_d4_trial_0_fold_2.json
ShapeFBT,bidding,0,2,60,4,0.97943,0.984177,0.981028,-0.001598,12.333285,shapefbt_capability_bidding_n60_d4_trial_0_fold_2.json
ShapeFBT,bidding,0,2,100,5,0.954792,0.957278,0.954941,-0.000149,30.905235,shapefbt_capability_bidding_n100_d5_trial_0_fold_2.json
ShapeFBT,bidding,0,2,60,5,0.955922,0.958861,0.961265,-0.005343,18.336171,shapefbt_capability_bidding_n60_d5_trial_0_fold_2.json
ShapeFBT,bidding,0,2,20,3,0.981691,0.981013,0.973123,0.008568,1.864393,shapefbt_capability_bidding_n20_d3_trial_0_fold_2.json
ShapeFBT,bidding,0,2,20,5,0.981691,0.981013,0.973123,0.008568,3.273008,shapefbt_capability_bidding_n20_d5_trial_0_fold_2.json
ShapeFBT,bidding,0,2,20,4,0.979882,0.974684,0.971542,0.00834,5.830626,shapefbt_capability_bidding_n20_d4_trial_0_fold_2.json
ShapeFBT,bidding,0,2,100,3,0.9783,0.982595,0.981818,-0.003518,16.482269,shapefbt_capability_bidding_n100_d3_trial_0_fold_2.json
ShapeFBT,bidding,0,2,60,3,0.983047,0.984177,0.974704,0.008343,6.050226,shapefbt_capability_bidding_n60_d3_trial_0_fold_2.json
ShapeFBT,bidding,0,3,40,3,0.976944,0.971519,0.976285,0.000659,4.12149,shapefbt_capability_bidding_n40_d3_trial_0_fold_3.json
ShapeFBT,bidding,0,3,40,4,0.982143,0.974684,0.977075,0.005068,7.697749,shapefbt_capability_bidding_n40_d4_trial_0_fold_3.json
ShapeFBT,bidding,0,3,40,5,0.981691,0.966772,0.975494,0.006197,10.737278,shapefbt_capability_bidding_n40_d5_trial_0_fold_3.json
ShapeFBT,bidding,0,3,80,5,0.983499,0.971519,0.977866,0.005633,30.207383,shapefbt_capability_bidding_n80_d5_trial_0_fold_3.json
ShapeFBT,bidding,0,3,80,4,0.981917,0.969937,0.974704,0.007213,24.965772,shapefbt_capability_bidding_n80_d4_trial_0_fold_3.json
ShapeFBT,bidding,0,3,80,3,0.982595,0.973101,0.977866,0.004729,11.400764,shapefbt_capability_bidding_n80_d3_trial_0_fold_3.json
ShapeFBT,bidding,0,3,10,3,0.976266,0.971519,0.973913,0.002353,1.429703,shapefbt_capability_bidding_n10_d3_trial_0_fold_3.json
ShapeFBT,bidding,0,3,10,4,0.979882,0.974684,0.977866,0.002016,2.09277,shapefbt_capability_bidding_n10_d4_trial_0_fold_3.json
ShapeFBT,bidding,0,3,10,5,0.982369,0.974684,0.979447,0.002922,2.967631,shapefbt_capability_bidding_n10_d5_trial_0_fold_3.json
ShapeFBT,bidding,0,3,60,3,0.982595,0.977848,0.980237,0.002358,6.253305,shapefbt_capability_bidding_n60_d3_trial_0_fold_3.json
ShapeFBT,bidding,0,3,100,3,0.982821,0.973101,0.979447,0.003374,17.96631,shapefbt_capability_bidding_n100_d3_trial_0_fold_3.json
ShapeFBT,bidding,0,3,20,4,0.981691,0.976266,0.978656,0.003035,3.423367,shapefbt_capability_bidding_n20_d4_trial_0_fold_3.json
ShapeFBT,bidding,0,3,20,5,0.982369,0.974684,0.977866,0.004503,4.612954,shapefbt_capability_bidding_n20_d5_trial_0_fold_3.json
ShapeFBT,bidding,0,3,20,3,0.976718,0.971519,0.973913,0.002805,1.793517,shapefbt_capability_bidding_n20_d3_trial_0_fold_3.json
ShapeFBT,bidding,0,3,60,5,0.982143,0.969937,0.974704,0.007439,26.485383,shapefbt_capability_bidding_n60_d5_trial_0_fold_3.json
ShapeFBT,bidding,0,3,100,5,0.982595,0.96519,0.977075,0.00552,37.610142,shapefbt_capability_bidding_n100_d5_trial_0_fold_3.json
ShapeFBT,bidding,0,3,60,4,0.983047,0.973101,0.977075,0.005972,12.512553,shapefbt_capability_bidding_n60_d4_trial_0_fold_3.json
ShapeFBT,bidding,0,3,100,4,0.981691,0.968354,0.973913,0.007778,30.623357,shapefbt_capability_bidding_n100_d4_trial_0_fold_3.json
ShapeFBT,bidding,0,4,80,3,0.980561,0.984177,0.977866,0.002695,7.321465,shapefbt_capability_bidding_n80_d3_trial_0_fold_4.json
ShapeFBT,bidding,0,4,80,4,0.980335,0.984177,0.976285,0.00405,23.688136,shapefbt_capability_bidding_n80_d4_trial_0_fold_4.json
ShapeFBT,bidding,0,4,80,5,0.983725,0.987342,0.978656,0.005069,26.07126,shapefbt_capability_bidding_n80_d5_trial_0_fold_4.json
ShapeFBT,bidding,0,4,40,5,0.979656,0.982595,0.977075,0.002581,7.720145,shapefbt_capability_bidding_n40_d5_trial_0_fold_4.json
ShapeFBT,bidding,0,4,40,4,0.978978,0.982595,0.975494,0.003484,5.959389,shapefbt_capability_bidding_n40_d4_trial_0_fold_4.json
ShapeFBT,bidding,0,4,40,3,0.974458,0.97943,0.970751,0.003707,3.203388,shapefbt_capability_bidding_n40_d3_trial_0_fold_4.json
ShapeFBT,bidding,0,4,20,3,0.973327,0.977848,0.968379,0.004948,1.719846,shapefbt_capability_bidding_n20_d3_trial_0_fold_4.json
ShapeFBT,bidding,0,4,100,4,0.983273,0.985759,0.977075,0.006198,31.027,shapefbt_capability_bidding_n100_d4_trial_0_fold_4.json
ShapeFBT,bidding,0,4,60,4,0.980787,0.984177,0.978656,0.002131,11.560442,shapefbt_capability_bidding_n60_d4_trial_0_fold_4.json
ShapeFBT,bidding,0,4,100,5,0.984403,0.987342,0.978656,0.005747,31.14671,shapefbt_capability_bidding_n100_d5_trial_0_fold_4.json
ShapeFBT,bidding,0,4,60,5,0.982369,0.987342,0.977866,0.004503,22.770916,shapefbt_capability_bidding_n60_d5_trial_0_fold_4.json
ShapeFBT,bidding,0,4,100,3,0.980561,0.984177,0.977075,0.003486,10.655024,shapefbt_capability_bidding_n100_d3_trial_0_fold_4.json
ShapeFBT,bidding,0,4,60,3,0.978978,0.982595,0.976285,0.002693,5.309266,shapefbt_capability_bidding_n60_d3_trial_0_fold_4.json
ShapeFBT,bidding,0,4,20,5,0.978752,0.982595,0.975494,0.003258,3.256465,shapefbt_capability_bidding_n20_d5_trial_0_fold_4.json
ShapeFBT,bidding,0,4,20,4,0.978978,0.982595,0.975494,0.003484,3.918876,shapefbt_capability_bidding_n20_d4_trial_0_fold_4.json
ShapeFBT,bidding,0,4,10,5,0.980787,0.985759,0.978656,0.002131,1.773909,shapefbt_capability_bidding_n10_d5_trial_0_fold_4.json
ShapeFBT,bidding,0,4,10,4,0.978752,0.982595,0.975494,0.003258,2.009928,shapefbt_capability_bidding_n10_d4_trial_0_fold_4.json
ShapeFBT,bidding,0,4,10,3,0.974458,0.97943,0.970751,0.003707,1.409569,shapefbt_capability_bidding_n10_d3_trial_0_fold_4.json
ShapeFBT,magic,0,0,20,4,0.812026,0.802543,0.79858,0.013446,275.581811,shapefbt_capability_magic_n20_d4_trial_0_fold_0.json
ShapeFBT,magic,0,0,20,5,0.800812,0.780853,0.791854,0.008958,1737.885356,shapefbt_capability_magic_n20_d5_trial_0_fold_0.json
ShapeFBT,magic,0,0,60,3,0.810638,0.804787,0.79858,0.012058,501.046131,shapefbt_capability_magic_n60_d3_trial_0_fold_0.json
ShapeFBT,magic,0,0,60,4,0.818648,0.812266,0.811286,0.007362,2662.651109,shapefbt_capability_magic_n60_d4_trial_0_fold_0.json
ShapeFBT,magic,0,0,20,3,0.788316,0.780853,0.781016,0.0073,44.174026,shapefbt_capability_magic_n20_d3_trial_0_fold_0.json
ShapeFBT,magic,0,0,10,3,0.796326,0.78908,0.787369,0.008957,9.136735,shapefbt_capability_magic_n10_d3_trial_0_fold_0.json
ShapeFBT,magic,0,0,10,4,0.795365,0.781601,0.787369,0.007996,25.7518,shapefbt_capability_magic_n10_d4_trial_0_fold_0.json
ShapeFBT,magic,0,0,10,5,0.805191,0.78908,0.794843,0.010348,135.142476,shapefbt_capability_magic_n10_d5_trial_0_fold_0.json
ShapeFBT,magic,0,0,80,3,0.816832,0.812266,0.80157,0.015262,872.012104,shapefbt_capability_magic_n80_d3_trial_0_fold_0.json
ShapeFBT,magic,0,0,100,4,0.800812,0.791324,0.792601,0.008211,1640.052955,shapefbt_capability_magic_n100_d4_trial_0_fold_0.json
ShapeFBT,magic,0,0,40,3,0.818755,0.812266,0.807549,0.011206,330.427908,shapefbt_capability_magic_n40_d3_trial_0_fold_0.json
ShapeFBT,magic,0,0,40,4,0.811706,0.806283,0.80157,0.010136,1984.152371,shapefbt_capability_magic_n40_d4_trial_0_fold_0.json
ShapeFBT,magic,0,0,100,3,0.815444,0.805535,0.799701,0.015743,1447.485708,shapefbt_capability_magic_n100_d3_trial_0_fold_0.json
ShapeFBT,magic,0,1,20,3,0.795899,0.782349,0.776158,0.019741,24.594145,shapefbt_capability_magic_n20_d3_trial_0_fold_1.json
ShapeFBT,magic,0,1,60,3,0.80455,0.79282,0.78849,0.01606,771.87386,shapefbt_capability_magic_n60_d3_trial_0_fold_1.json
ShapeFBT,magic,0,1,20,5,0.812774,0.778609,0.782138,0.030636,1366.143573,shapefbt_capability_magic_n20_d5_trial_0_fold_1.json
ShapeFBT,magic,0,1,20,4,0.817259,0.794316,0.795964,0.021295,189.754452,shapefbt_capability_magic_n20_d4_trial_0_fold_1.json
ShapeFBT,magic,0,1,10,5,0.810744,0.783844,0.785501,0.025243,500.037479,shapefbt_capability_magic_n10_d5_trial_0_fold_1.json
ShapeFBT,magic,0,1,10,4,0.808502,0.796559,0.78849,0.020012,37.472162,shapefbt_capability_magic_n10_d4_trial_0_fold_1.json
ShapeFBT,magic,0,1,10,3,0.796433,0.786836,0.779895,0.016538,6.491025,shapefbt_capability_magic_n10_d3_trial_0_fold_1.json
ShapeFBT,magic,0,1,80,3,0.808074,0.797307,0.785501,0.022573,1449.430329,shapefbt_capability_magic_n80_d3_trial_0_fold_1.json
ShapeFBT,magic,0,1,80,4,0.811385,0.777861,0.787369,0.024016,3395.21068,shapefbt_capability_magic_n80_d4_trial_0_fold_1.json
ShapeFBT,magic,0,1,100,3,0.807754,0.789828,0.79148,0.016274,1413.041737,shapefbt_capability_magic_n100_d3_trial_0_fold_1.json
ShapeFBT,magic,0,1,40,4,0.813735,0.798803,0.790359,0.023376,1459.857805,shapefbt_capability_magic_n40_d4_trial_0_fold_1.json
ShapeFBT,magic,0,1,40,3,0.806365,0.787584,0.788864,0.017501,199.231972,shapefbt_capability_magic_n40_d3_trial_0_fold_1.json
