dataset,fold,trial_id,base_seed,random_state,n_estimators,max_depth,n_features,n_train_samples,fit_time_sec,train_acc,val_acc,test_acc,n_trees,total_leaves,mean_leaves_per_tree,std_leaves_per_tree,max_leaves_single_tree,mean_max_depth_per_tree,max_depth_any_tree,n_distinct_split_features,split_feature_entropy_bits
raisin,3,0,42,42,20,3,7,630,0.015522521999997707,0.8873015873015873,0.8666666666666667,0.8666666666666667,20,159,7.95,0.21794494717703367,8,3.0,3,7,2.195900589285907
raisin,3,0,42,42,20,4,7,630,0.01983495399998958,0.9126984126984127,0.9,0.8555555555555555,20,281,14.05,1.3219304066402284,16,4.0,4,7,2.5134887087218485
raisin,3,0,42,42,20,5,7,630,0.04329513599999757,0.9365079365079365,0.9111111111111111,0.8611111111111112,20,450,22.5,3.442382895611701,29,5.0,5,7,2.6245010112435314
raisin,3,0,42,42,40,3,7,630,0.047688829000009036,0.9095238095238095,0.8888888888888888,0.8722222222222222,40,301,7.525,0.8656644846590392,8,3.0,3,7,2.389677969869978
raisin,3,0,42,42,40,4,7,630,0.03236660499999289,0.9301587301587302,0.9111111111111111,0.8611111111111112,40,499,12.475,2.2692234354509915,16,4.0,4,7,2.6185274734640354
raisin,3,0,42,42,40,5,7,630,0.054770040999997605,0.9507936507936507,0.9111111111111111,0.8666666666666667,40,763,19.075,4.931467834225424,29,5.0,5,7,2.6840632903577526
raisin,3,0,42,42,60,3,7,630,0.07446745499998997,0.9174603174603174,0.9111111111111111,0.8722222222222222,60,412,6.866666666666666,1.4197026292697903,8,3.0,3,7,2.568802221722107
raisin,3,0,42,42,60,4,7,630,0.08201512799999477,0.946031746031746,0.9222222222222223,0.85,60,686,11.433333333333334,3.0020363459195862,16,4.0,4,7,2.670335813149836
raisin,3,0,42,42,60,5,7,630,0.04796693700001242,0.9603174603174603,0.9111111111111111,0.8555555555555555,60,980,16.333333333333332,6.1931862199965835,29,5.0,5,7,2.7094152080723326
raisin,3,0,42,42,80,3,7,630,0.06755194199999437,0.9317460317460318,0.9,0.8611111111111112,80,547,6.8375,1.3824231443375072,8,3.0,3,7,2.6393197926238243
raisin,3,0,42,42,80,4,7,630,0.07330504300000484,0.9619047619047619,0.9222222222222223,0.8444444444444444,80,882,11.025,3.069914493923243,16,4.0,4,7,2.690950318482118
raisin,3,0,42,42,80,5,7,630,0.1362713400000075,0.9873015873015873,0.9,0.85,80,1229,15.3625,6.1201383767035855,29,5.0,5,7,2.706758882606475
raisin,3,0,42,42,100,3,7,630,0.05583567700000458,0.9396825396825397,0.8888888888888888,0.8611111111111112,100,683,6.83,1.3642213896578517,8,3.0,3,7,2.6636578989550896
raisin,3,0,42,42,100,4,7,630,0.09987859999999671,0.9777777777777777,0.9222222222222223,0.8277777777777777,100,1084,10.84,3.205370493406339,16,4.0,4,7,2.6826062245518876
raisin,3,0,42,42,100,5,7,630,0.1063980010000023,0.9952380952380953,0.8777777777777778,0.8611111111111112,100,1443,14.43,6.032006299731459,29,5.0,5,7,2.7172335962529273
raisin,4,0,42,42,10,3,7,630,0.01182988000000762,0.8936507936507937,0.8666666666666667,0.8388888888888889,10,76,7.6,0.4898979485566356,8,3.0,3,5,2.0148819826580873
raisin,4,0,42,42,10,4,7,630,0.010648871000000781,0.9126984126984127,0.8333333333333334,0.8333333333333334,10,137,13.7,0.6403124237432849,15,4.0,4,7,2.2864417530812493
raisin,4,0,42,42,10,5,7,630,0.01167203900000402,0.9333333333333333,0.8777777777777778,0.85,10,227,22.7,1.9000000000000001,27,5.0,5,7,2.424126778327555
raisin,4,0,42,42,20,3,7,630,0.016995894999993766,0.8984126984126984,0.8555555555555555,0.8444444444444444,20,155,7.75,0.4330127018922193,8,3.0,3,7,2.1650402236856743
raisin,4,0,42,42,20,4,7,630,0.023020150999997213,0.9285714285714286,0.8444444444444444,0.8444444444444444,20,269,13.45,0.864580823289529,15,4.0,4,7,2.427775448446854
raisin,4,0,42,42,20,5,7,630,0.020405203999999344,0.9412698412698413,0.8555555555555555,0.8333333333333334,20,440,22.0,2.1213203435596424,27,5.0,5,7,2.6170913693336693
raisin,4,0,42,42,40,3,7,630,0.02637125200000412,0.9253968253968254,0.8777777777777778,0.8444444444444444,40,305,7.625,0.5332682251925386,8,3.0,3,7,2.547223492721566
raisin,4,0,42,42,40,4,7,630,0.028858882000008634,0.9380952380952381,0.8555555555555555,0.8388888888888889,40,509,12.725,1.8572493101358258,15,4.0,4,7,2.525191541180143
raisin,4,0,42,42,40,5,7,630,0.03245684700000595,0.9492063492063492,0.8666666666666667,0.8277777777777777,40,739,18.475,4.1891974171671595,27,5.0,5,7,2.647421574296672
raisin,4,0,42,42,60,3,7,630,0.0632587559999962,0.9365079365079365,0.8777777777777778,0.8388888888888889,60,429,7.15,1.2086493839543928,8,3.0,3,7,2.5884606242037815
raisin,4,0,42,42,60,4,7,630,0.04712007399999152,0.9507936507936507,0.8444444444444444,0.85,60,682,11.366666666666667,2.8517051429315448,15,4.0,4,7,2.6149717445530727
raisin,4,0,42,42,60,5,7,630,0.04800314099999525,0.9619047619047619,0.8777777777777778,0.8333333333333334,60,969,16.15,5.221190796488224,27,5.0,5,7,2.6708410796232944
raisin,4,0,42,42,80,3,7,630,0.05364884700000516,0.9444444444444444,0.8888888888888888,0.8388888888888889,80,558,6.975,1.3131545986668895,8,3.0,3,7,2.6396376314996144
raisin,4,0,42,42,80,4,7,630,0.05466633800000409,0.9603174603174603,0.8444444444444444,0.8555555555555555,80,856,10.7,3.1040296390337514,15,4.0,4,7,2.6541046642426056
raisin,4,0,42,42,80,5,7,630,0.10599573400000395,0.9873015873015873,0.8666666666666667,0.8444444444444444,80,1214,15.175,5.368368001543859,27,5.0,5,7,2.674449236571234
raisin,4,0,42,42,100,3,7,630,0.06701933399999405,0.9555555555555556,0.8888888888888888,0.8277777777777777,100,684,6.84,1.3690872872099866,8,3.0,3,7,2.659851533214173
raisin,4,0,42,42,100,4,7,630,0.07031597799999645,0.9777777777777777,0.8333333333333334,0.85,100,1041,10.41,3.046621079162947,15,4.0,4,7,2.6697023763958256
raisin,4,0,42,42,100,5,7,630,0.09213221800000326,0.9936507936507937,0.8777777777777778,0.8444444444444444,100,1433,14.33,5.1440353809047625,27,5.0,5,7,2.685037988458779
bidding,0,0,42,42,10,3,9,4424,0.021525838000002295,0.9862115732368897,0.9857594936708861,0.9857707509881423,10,78,7.8,0.39999999999999997,8,3.0,3,6,2.259983427545352
bidding,0,0,42,42,10,4,9,4424,0.011370333999991544,0.9948010849909584,1.0,0.9952569169960475,10,122,12.2,1.5362291495737217,15,4.0,4,8,2.562668489085224
bidding,0,0,42,42,10,5,9,4424,0.020091417000003275,0.9948010849909584,1.0,0.9952569169960475,10,152,15.2,1.8330302779823362,18,5.0,5,9,2.781190876174447
bidding,0,0,42,42,20,3,9,4424,0.021439911999991068,0.9945750452079566,0.9968354430379747,0.9944664031620554,20,158,7.9,0.30000000000000004,8,3.0,3,8,2.334239854239219
bidding,0,0,42,42,20,4,9,4424,0.024123875000000794,0.9943490054249547,0.9968354430379747,0.9944664031620554,20,251,12.55,1.2031209415515967,15,4.0,4,9,2.6721078727174885
bidding,0,0,42,42,20,5,9,4424,0.03139306500000316,0.9984177215189873,1.0,0.9976284584980237,20,326,16.3,2.1702534414210706,20,5.0,5,9,2.782472234686827
bidding,0,0,42,42,40,3,9,4424,0.02985326099999952,0.9981916817359855,0.9968354430379747,0.9968379446640316,40,304,7.6,0.48989794855663565,8,3.0,3,8,2.2975687202075625
bidding,0,0,42,42,40,4,9,4424,0.06583753299999273,0.9984177215189873,0.9984177215189873,0.9976284584980237,40,466,11.65,1.4756354563373706,15,4.0,4,9,2.6418876246669423
bidding,0,0,42,42,40,5,9,4424,0.04612556099999665,0.9986437613019892,1.0,0.9976284584980237,40,601,15.025,2.5346350822159787,20,5.0,5,9,2.755231274283328
bidding,0,0,42,42,60,3,9,4424,0.05271123500000385,0.9984177215189873,0.9968354430379747,0.9968379446640316,60,445,7.416666666666667,0.6135054106435321,8,3.0,3,8,2.4406557668218007
bidding,0,0,42,42,60,4,9,4424,0.0499465970000017,0.9990958408679927,1.0,0.9976284584980237,60,664,11.066666666666666,1.6519348924485158,15,4.0,4,9,2.7229787183194665
bidding,0,0,42,42,60,5,9,4424,0.05618248999999764,0.9993218806509946,1.0,0.9976284584980237,60,817,13.616666666666667,2.989379348441561,20,5.0,5,9,2.8038052263793705
bidding,0,0,42,42,80,3,9,4424,0.059408793999992326,0.9990958408679927,0.9984177215189873,0.9976284584980237,80,581,7.2625,0.6469882147303767,8,3.0,3,9,2.5434830406556865
bidding,0,0,42,42,80,4,9,4424,0.09188237400000787,0.9993218806509946,1.0,0.9984189723320158,80,821,10.2625,2.1432670738851005,15,4.0,4,9,2.7922502499446424
bidding,0,0,42,42,80,5,9,4424,0.06693774600000779,1.0,1.0,0.9976284584980237,80,989,12.3625,3.4468962488012314,20,5.0,5,9,2.8357647070257217
bidding,0,0,42,42,100,3,9,4424,0.056734528999996314,0.9993218806509946,0.9984177215189873,0.9976284584980237,100,699,6.99,0.9326842981416597,8,3.0,3,9,2.5879053344039717
bidding,0,0,42,42,100,4,9,4424,0.10424210700000458,0.9997739602169982,1.0,0.9984189723320158,100,954,9.54,2.4996799795173787,15,4.0,4,9,2.8324082059661873
bidding,0,0,42,42,100,5,9,4424,0.08477519699999903,1.0,1.0,0.9976284584980237,100,1120,11.2,3.872983346207417,20,4.94,5,9,2.866438467523329
bidding,1,0,42,42,10,3,9,4424,0.017192526000002317,0.9857594936708861,0.990506329113924,0.9849802371541502,10,80,8.0,0.0,8,3.0,3,8,2.5811226545340067
bidding,1,0,42,42,10,4,9,4424,0.014875165000006518,0.9950271247739603,0.9968354430379747,0.9960474308300395,10,127,12.7,1.3453624047073711,15,4.0,4,9,2.8757868939445883
bidding,1,0,42,42,10,5,9,4424,0.016527313000011645,0.9950271247739603,0.9968354430379747,0.9960474308300395,10,164,16.4,2.2,21,5.0,5,9,2.9447045903171074
bidding,1,0,42,42,20,3,9,4424,0.020421572999993032,0.995253164556962,0.9968354430379747,0.9960474308300395,20,160,8.0,0.0,8,3.0,3,8,2.492073603512898
bidding,1,0,42,42,20,4,9,4424,0.019451179000000707,0.9950271247739603,0.9968354430379747,0.9960474308300395,20,260,13.0,1.140175425099138,15,4.0,4,9,2.829827008089214
bidding,1,0,42,42,20,5,9,4424,0.026920814999996878,0.9981916817359855,0.9984177215189873,0.9976284584980237,20,347,17.35,2.6509432283623124,22,5.0,5,9,2.9169976238203756
bidding,1,0,42,42,40,3,9,4424,0.04151587999999151,0.9970614828209765,0.9984177215189873,0.9992094861660079,40,306,7.65,0.4769696007084729,8,3.0,3,8,2.4068628550742925
bidding,1,0,42,42,40,4,9,4424,0.059206066000001556,0.9984177215189873,0.9984177215189873,0.9984189723320158,40,483,12.075,1.5229494410518032,15,4.0,4,9,2.752565139787418
bidding,1,0,42,42,40,5,9,4424,0.06605109400000231,0.9984177215189873,0.9984177215189873,0.9984189723320158,40,615,15.375,3.1119728469252426,22,5.0,5,9,2.81511614715178
bidding,1,0,42,42,60,3,9,4424,0.037397342999994976,0.9984177215189873,0.9984177215189873,0.9984189723320158,60,452,7.533333333333333,0.5617433182117572,8,3.0,3,8,2.518545897304336
bidding,1,0,42,42,60,4,9,4424,0.06213173300000108,0.9990958408679927,0.9984177215189873,0.9984189723320158,60,681,11.35,1.851350858157362,15,4.0,4,9,2.7454694408239164
bidding,1,0,42,42,60,5,9,4424,0.053831130000006056,0.9993218806509946,0.9984177215189873,0.9984189723320158,60,828,13.8,3.553402125663048,22,5.0,5,9,2.8351124810025263
bidding,1,0,42,42,80,3,9,4424,0.049779674000006935,0.9990958408679927,0.9984177215189873,0.9984189723320158,80,585,7.3125,0.699888383958471,8,3.0,3,8,2.56879558009921
bidding,1,0,42,42,80,4,9,4424,0.0737861329999987,0.9993218806509946,0.9984177215189873,0.9976284584980237,80,831,10.3875,2.369038570813063,15,4.0,4,9,2.7654387200349158
bidding,1,0,42,42,80,5,9,4424,0.10168305799999189,0.9997739602169982,0.9984177215189873,0.9984189723320158,80,994,12.425,3.9362894964674537,22,5.0,5,9,2.8672027835040566
bidding,1,0,42,42,100,3,9,4424,0.0723642779999949,0.9990958408679927,0.9984177215189873,0.9984189723320158,100,704,7.04,0.8935323161475469,8,3.0,3,8,2.5761737736994212
bidding,1,0,42,42,100,4,9,4424,0.07229045100000064,0.9997739602169982,0.9984177215189873,0.9976284584980237,100,952,9.52,2.7766166462081148,15,4.0,4,9,2.785048147547465
bidding,1,0,42,42,100,5,9,4424,0.0855621369999966,1.0,0.9984177215189873,0.9976284584980237,100,1131,11.31,4.175392197147473,22,4.95,5,9,2.8748805666379167
bidding,2,0,42,42,10,3,9,4424,0.013533301000009601,0.984629294755877,0.9873417721518988,0.9905138339920949,10,80,8.0,0.0,8,3.0,3,6,2.3271159015747886
bidding,2,0,42,42,10,4,9,4424,0.013194414000011534,0.994122965641953,0.995253164556962,1.0,10,115,11.5,1.5,14,4.0,4,8,2.5682063497685874
bidding,2,0,42,42,10,5,9,4424,0.027626510999994025,0.994122965641953,0.995253164556962,1.0,10,141,14.1,2.4677925358506134,19,5.0,5,8,2.6601252247283798
bidding,2,0,42,42,20,3,9,4424,0.020292692999987594,0.994122965641953,0.995253164556962,0.9928853754940712,20,160,8.0,0.0,8,3.0,3,7,2.3967309716588177
bidding,2,0,42,42,20,4,9,4424,0.04327908500000888,0.9975135623869801,0.9984177215189873,1.0,20,236,11.8,1.5362291495737217,14,4.0,4,8,2.6917983762295625
bidding,2,0,42,42,20,5,9,4424,0.042020598999997105,0.9979656419529838,0.9984177215189873,1.0,20,310,15.5,2.80178514522438,21,5.0,5,8,2.7612613370244845
bidding,2,0,42,42,40,3,9,4424,0.047530000000008954,0.9950271247739603,0.995253164556962,0.9928853754940712,40,303,7.575,0.5425633603552676,8,3.0,3,8,2.432984096374274
bidding,2,0,42,42,40,4,9,4424,0.043006212999998183,0.9984177215189873,0.9984177215189873,0.9992094861660079,40,442,11.05,1.6725728683677732,14,4.0,4,8,2.6789285283232274
bidding,2,0,42,42,40,5,9,4424,0.04707779700000003,0.9986437613019892,0.9984177215189873,0.9992094861660079,40,591,14.775,2.743059423344671,21,5.0,5,8,2.810708350228302
bidding,2,0,42,42,60,3,9,4424,0.04155494500000145,0.9984177215189873,0.9968354430379747,0.9984189723320158,60,444,7.4,0.6633249580710799,8,3.0,3,8,2.54371972098617
bidding,2,0,42,42,60,4,9,4424,0.06452069300000574,0.9990958408679927,0.9984177215189873,0.9968379446640316,60,638,10.633333333333333,1.8070848224573066,14,4.0,4,9,2.7429217873251357
bidding,2,0,42,42,60,5,9,4424,0.05426254500000027,0.9995479204339964,0.9984177215189873,0.9976284584980237,60,814,13.566666666666666,2.917571288284525,21,5.0,5,9,2.8607599765423672
bidding,2,0,42,42,80,3,9,4424,0.04836666999999295,0.9986437613019892,0.9968354430379747,0.9976284584980237,80,587,7.3375,0.7406711483512775,8,3.0,3,9,2.6367695701471607
bidding,2,0,42,42,80,4,9,4424,0.13259952800000008,0.9993218806509946,0.9984177215189873,0.9984189723320158,80,809,10.1125,1.923497790484824,14,4.0,4,9,2.822412743990341
bidding,2,0,42,42,80,5,9,4424,0.07825008599999705,0.9997739602169982,0.9984177215189873,0.9976284584980237,80,979,12.2375,3.4721886109484315,21,5.0,5,9,2.8743889011404717
bidding,2,0,42,42,100,3,9,4424,0.07216746800000351,0.9990958408679927,0.9968354430379747,0.9976284584980237,100,715,7.15,0.8529361054615989,8,3.0,3,9,2.681372524232133
bidding,2,0,42,42,100,4,9,4424,0.09301266900000371,0.9997739602169982,0.9984177215189873,0.9984189723320158,100,947,9.47,2.251466188953323,14,4.0,4,9,2.8473588235871334
bidding,2,0,42,42,100,5,9,4424,0.23182226499999103,0.9997739602169982,0.9984177215189873,0.9976284584980237,100,1115,11.15,3.8088712238667246,21,4.96,5,9,2.8948664687531065
bidding,3,0,42,42,10,3,9,4424,0.01415939700000024,0.9850813743218807,0.9778481012658228,0.983399209486166,10,78,7.8,0.39999999999999997,8,3.0,3,7,2.3818032666409357
bidding,3,0,42,42,10,4,9,4424,0.012646187000001419,0.9938969258589512,0.9889240506329114,0.9936758893280633,10,126,12.6,1.0198039027185568,14,4.0,4,9,2.838809789720114
bidding,3,0,42,42,10,5,9,4424,0.018290922000005594,0.9938969258589512,0.9889240506329114,0.9936758893280633,10,166,16.6,1.2,18,5.0,5,9,2.81817243576985
bidding,3,0,42,42,20,3,9,4424,0.018803015000003143,0.9934448462929476,0.990506329113924,0.9928853754940712,20,158,7.9,0.30000000000000004,8,3.0,3,7,2.4038757853247006
bidding,3,0,42,42,20,4,9,4424,0.026117288999998323,0.9950271247739603,0.9889240506329114,0.9936758893280633,20,257,12.85,1.0136567466356647,15,4.0,4,9,2.82147791149538
bidding,3,0,42,42,20,5,9,4424,0.026175178999992,0.9972875226039783,0.9920886075949367,0.9960474308300395,20,353,17.65,1.49248115565993,20,5.0,5,9,2.8233705632887363
bidding,3,0,42,42,40,3,9,4424,0.031281453999994824,0.9945750452079566,0.9920886075949367,0.9936758893280633,40,303,7.575,0.49434299833212975,8,3.0,3,9,2.4220163528164047
bidding,3,0,42,42,40,4,9,4424,0.05959694700000284,0.9975135623869801,0.9936708860759493,0.9952569169960475,40,483,12.075,1.1913752557443855,15,4.0,4,9,2.7513945013360392
bidding,3,0,42,42,40,5,9,4424,0.2953656650000056,0.9979656419529838,0.9936708860759493,0.9952569169960475,40,648,16.2,2.2494443758403984,20,5.0,5,9,2.7863683632802783
bidding,3,0,42,42,60,3,9,4424,0.09530272100001014,0.9975135623869801,0.9936708860759493,0.9952569169960475,60,445,7.416666666666667,0.585709446360186,8,3.0,3,9,2.566147703747891
bidding,3,0,42,42,60,4,9,4424,0.11798215000000312,0.9979656419529838,0.9936708860759493,0.9936758893280633,60,661,11.016666666666667,2.061485440701006,15,4.0,4,9,2.7466626192801433
bidding,3,0,42,42,60,5,9,4424,0.17033363199999485,0.9993218806509946,0.9936708860759493,0.9952569169960475,60,868,14.466666666666667,3.3038697848970306,20,5.0,5,9,2.799730131372222
bidding,3,0,42,42,80,3,9,4424,0.12478700200000503,0.9979656419529838,0.9920886075949367,0.9952569169960475,80,579,7.2375,0.8402938474129155,8,3.0,3,9,2.6366029368480732
bidding,3,0,42,42,80,4,9,4424,0.14110763799999404,0.9995479204339964,0.9936708860759493,0.9944664031620554,80,832,10.4,2.1943108257491692,15,4.0,4,9,2.812532413665733
bidding,3,0,42,42,80,5,9,4424,0.19312433700000042,1.0,0.9920886075949367,0.9952569169960475,80,1017,12.7125,4.1958126447685915,20,5.0,5,9,2.8320004342686724
bidding,3,0,42,42,100,3,9,4424,0.12493534600000089,0.9986437613019892,0.9920886075949367,0.9960474308300395,100,694,6.94,1.0470912090166742,8,3.0,3,9,2.686145050026425
bidding,3,0,42,42,100,4,9,4424,0.16092795299999807,0.9997739602169982,0.9936708860759493,0.9944664031620554,100,961,9.61,2.6034400319577173,15,4.0,4,9,2.80948296264237
bidding,3,0,42,42,100,5,9,4424,0.15114541699999506,1.0,0.9920886075949367,0.9952569169960475,100,1148,11.48,4.502177251064201,20,4.92,5,9,2.841243316608183
bidding,4,0,42,42,10,3,9,4424,0.01656602900000337,0.9859855334538878,0.9841772151898734,0.9873517786561264,10,80,8.0,0.0,8,3.0,3,7,2.3620874760752195
bidding,4,0,42,42,10,4,9,4424,0.010793187000004423,0.9954792043399638,0.9936708860759493,0.9960474308300395,10,130,13.0,1.0,14,4.0,4,9,2.8271780821157284
bidding,4,0,42,42,10,5,9,4424,0.012294637000010766,0.9954792043399638,0.9936708860759493,0.9960474308300395,10,172,17.2,2.3151673805580453,21,5.0,5,9,2.8705152384341845
bidding,4,0,42,42,20,3,9,4424,0.013815370000003213,0.9950271247739603,0.9936708860759493,0.9952569169960475,20,160,8.0,0.0,8,3.0,3,7,2.299741060420566
bidding,4,0,42,42,20,4,9,4424,0.017166244999998526,0.9954792043399638,0.9936708860759493,0.9960474308300395,20,248,12.4,1.3564659966250536,14,4.0,4,9,2.780351026988567
bidding,4,0,42,42,20,5,9,4424,0.02969809599998996,0.9979656419529838,0.9984177215189873,0.9984189723320158,20,345,17.25,2.426417111710186,21,5.0,5,9,2.8716701325258818
bidding,4,0,42,42,40,3,9,4424,0.038943472999989126,0.9950271247739603,0.9936708860759493,0.9952569169960475,40,302,7.55,0.5894913061275798,8,3.0,3,9,2.3236860336514176
bidding,4,0,42,42,40,4,9,4424,0.10937712499999463,0.9984177215189873,1.0,0.9984189723320158,40,445,11.125,1.899835519196333,14,4.0,4,9,2.742804631867473
bidding,4,0,42,42,40,5,9,4424,0.059899137000002156,0.9988698010849909,1.0,0.9984189723320158,40,616,15.4,2.896549671592048,21,5.0,5,9,2.826759041061693
bidding,4,0,42,42,60,3,9,4424,0.04190301199999169,0.9988698010849909,1.0,0.9984189723320158,60,447,7.45,0.6934214687571573,8,3.0,3,9,2.5673756893577506
bidding,4,0,42,42,60,4,9,4424,0.049175100999988786,0.9990958408679927,1.0,0.9976284584980237,60,626,10.433333333333334,2.052369903848286,14,4.0,4,9,2.7550041483063623
bidding,4,0,42,42,60,5,9,4424,0.1828806129999947,0.9993218806509946,1.0,0.9984189723320158,60,841,14.016666666666667,3.180627121950778,21,5.0,5,9,2.8498705301140665
bidding,4,0,42,42,80,3,9,4424,0.07875526300000502,0.9990958408679927,1.0,0.9984189723320158,80,584,7.3,0.812403840463596,8,3.0,3,9,2.6457884950086585
bidding,4,0,42,42,80,4,9,4424,0.1284018030000027,0.9993218806509946,1.0,0.9976284584980237,80,795,9.9375,2.105610065990377,14,4.0,4,9,2.8335430750518515
bidding,4,0,42,42,80,5,9,4424,0.2588498910000112,0.9997739602169982,1.0,0.9976284584980237,80,1011,12.6375,3.6886438903748897,21,4.9875,5,9,2.8837617938690774
bidding,4,0,42,42,100,3,9,4424,0.0791473620000005,0.9990958408679927,1.0,0.9976284584980237,100,708,7.08,0.9239047569960878,8,3.0,3,9,2.7127845661744723
bidding,4,0,42,42,100,4,9,4424,0.30280700599999477,0.9997739602169982,1.0,0.9976284584980237,100,941,9.41,2.2938831705211147,14,4.0,4,9,2.9002901246421917
bidding,4,0,42,42,100,5,9,4424,0.34093941499999403,0.9997739602169982,1.0,0.9976284584980237,100,1148,11.48,4.04346386159194,21,4.92,5,9,2.910393271321017
