dataset,fold,trial_id,base_seed,random_state,n_estimators,max_depth,n_features,n_train_samples,fit_time_sec,train_acc,val_acc,test_acc,n_trees,total_leaves,mean_leaves_per_tree,std_leaves_per_tree,max_leaves_single_tree,mean_max_depth_per_tree,max_depth_any_tree,n_distinct_split_features,split_feature_entropy_bits
magic,0,0,42,42,80,5,10,9363,0.1828400859999988,0.8909537541386308,0.8571428571428571,0.8494020926756353,80,2123,26.5375,5.106230875117183,32,5.0,5,10,3.1632585222920873
magic,0,0,42,42,100,3,10,9363,0.12372429099999849,0.8643597137669551,0.843679880329095,0.8479073243647235,100,783,7.83,0.4013726448077896,8,3.0,3,10,2.9729175562774204
magic,0,0,42,42,100,4,10,9363,0.16461170699999883,0.8813414503898324,0.8526551982049364,0.851644245142003,100,1456,14.56,2.1322288807724186,16,4.0,4,10,3.127514590452485
magic,0,0,42,42,100,5,10,9363,0.225854867999999,0.900352451137456,0.8646222887060584,0.8550074738415545,100,2556,25.56,5.60592543653588,32,5.0,5,10,3.1909707631488313
magic,1,0,42,42,10,3,10,9363,0.044502489999999284,0.8045498237744313,0.7913238593866866,0.7832585949177877,10,80,8.0,0.0,8,3.0,3,8,2.6065057484502487
magic,1,0,42,42,10,4,10,9363,0.04928110299999844,0.8179002456477624,0.8010471204188482,0.797085201793722,10,158,15.8,0.4,16,4.0,4,8,2.7271211137477516
magic,1,0,42,42,10,5,10,9363,0.05411226999999741,0.8444942860194382,0.818997756170531,0.8172645739910314,10,307,30.7,1.268857754044952,32,5.0,5,10,2.921119668323094
magic,1,0,42,42,20,3,10,9363,0.0653241350000009,0.8154437680230695,0.7943156320119671,0.8000747384155455,20,160,8.0,0.0,8,3.0,3,8,2.618546554709746
magic,1,0,42,42,20,4,10,9363,0.06043943699999943,0.8356296058955462,0.8167539267015707,0.8124065769805681,20,316,15.8,0.39999999999999997,16,4.0,4,9,2.825609646340689
magic,1,0,42,42,20,5,10,9363,0.08579861099999775,0.8548542133931433,0.8234854151084517,0.8269805680119582,20,619,30.95,1.16081867662439,32,5.0,5,10,2.941819428264958
magic,1,0,42,42,40,3,10,9363,0.11403765799999732,0.8382996902702126,0.818249813014211,0.8210014947683109,40,317,7.925,0.26339134382131846,8,3.0,3,9,2.7492081455508526
